,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
3499,tt30275687,Sorry,2024.0,"Drama, Thriller",Unknown,Akshay Chandrasobha Asok,"Aromal Devaraj, Ashkar Ali, Reghna Biju, Aswin Mohan, Amal K Uday",30275687,
3500,tt32196041,Ingu Mirugangal Vaazhum Idam,2024.0,Crime,"John works in the Security Guard Office and is single-handedly raising his only daughter, Jenny. Genie, who has an inordinate affection for her father, looks after John. However, her boyfriend, rapes and murders Jenny along with his friend",S. Sasikumar,"Fine John, Sreedevi Unnikrishnan",32196041,
3501,tt32596856,Loop,2024.0,Drama,"When premonitions of her husband cheating on her with another woman she saw in her dreams torment, a young woman, Shravanya, confides in her best friend, leading to fatalistic consequences.","Satish Ramamoorthy, Shreya Rastogi","Shreya Rastogi, Akarsh Alagh, Satyajeet Puri, Akshay Neb, Anil Rastogi",32596856,"deception, psychological drama"
3502,tt18352012,Mini,2024.0,Drama,Unknown,Arunjit Borah,"Swastika Acharyya, Syamal Baruah, Basanta Borah, Rajlaxmi Bordoloi, Boloram Das",18352012,
3503,tt33347496,Kaju,2024.0,Family,Unknown,Roshan Dupare,"Sanjay Mate, Janardhan Rathod, Shayuri Sarode, Ravindra Virkar, Gaurav Shriram Dupare",33347496,
3504,tt30974261,VC 571,2024.0,War,Unknown,unknown,"Dharamendra Chauhan, Avinash Dhyani, Amit Dimri, Reza Khan, Manish Kumar",30974261,
3505,tt31790416,Chotto Piklu,2024.0,Drama,"This is the story of a village in Purulia district. Losing his job due to lockdown, Shankar comes to this village with his wife Pakhi and two children Piklu and Pampa. Educated Shankar now works as an ATM guard and Piklus mother works as a cook at the peoples house. Piklu is expelled from school due to poverty.",Somenath Bhattacharya,"Anweshaa, Bhaskar Banerjee, Shankhadeep Banerjee, Lokesh Ghosh, Tanvir Khan",31790416,
3506,tt31261208,Operation 12/17,2024.0,unknown,"True conviction is nothing but devotion of Sai Baba manifested in one's soul - Sai Baba emerges in his Patriotic incarnation to help Mili who has the conviction that her husband Debadutta, a casualty in Maoist encounter is not dead !.",Sudhanshu Mohan Sahoo,"Choudhury Bikash Das, Choudhury Jayaprakash Das, Bhoomika Dash, Pankaj Mohanty, Amar Mohapatra",31261208,
3507,tt32094459,Uzhaipalar Thinam,2024.0,"Drama, Family",Unknown,Santhosh Nambirajan,"Singapore Durairaj, Kushi, Santhosh Nambirajan, T Sampathkumar, Karthick Sivan",32094459,
3508,tt30745222,Trikanya,2024.0,Drama,"A sweeping anthology film about love, lust and sacrifice.",Anupam Patnaik,"Sijan Mahapatra, Nishant Majithia, Manoj Mishra, Barsha Nayak, Nivvy",30745222,
3509,tt29742752,Gaafil,2024.0,unknown,"It revolves around how a man fights to get custody of an orphan girl child, especially when he has the background of being a playboy.",Milind Ashok Dhoke,"Aditya Raj, Vaishnavi Barde, Rajsi Takale, Nikhil Bahaddarpure, Arpreet Gupta",29742752,
3510,tt30070875,Plant Man,2024.0,Comedy,Chary lands in trouble due to an experiment leading to fun and frustration while he tries to get out of the mess.,K. Santhosh Babu,"Apparao, Balaraj, Akkam Balaraju, Tanikella Bharani, Bindu",30070875,
3511,tt32140299,Naani Krissh's Jai Shree Ram,2024.0,Animation,"JAI SHREE RAM is worlds first online film on Ayodhya Ram which is made with world's first ever technology named as HCVII (Human Command visionary Imaginative Intelligence) (Mobile Technology) Editing, Animation and Graphics done using Smartphone. Direction,Screenplay, 3D camera, Vfx. Animation, Produced-Sai Krishna (Naani Krissh)",Naani Krissh,"Yogi Adityanath, Mohandas K. Gandhi, Rajeev Gandhi, Narendra Modi",32140299,
3512,tt33035389,SI Kodandapani,2024.0,Thriller,Corrupt officers are increasing the pressure while honest working police officers are committing suicide. How will one honest cop solve this murder mystery?,Srinu Makka,"Srinu Makka, Dil Ramesh, Surekha Rathod",33035389,
3513,tt33468710,"Khoon Pasina Jekar, Cha bagan Ukar",2024.0,Documentary,Unknown,Deb Rupam,unknown,33468710,
3514,tt27005084,Maahi,2024.0,unknown,"Maahi is a Hindi, Bhojpuri, Tamil, and Telugu Indian film starring Anand Ojha, Pradeep Rawat, and Neeta Dhungana in lead roles. The film is directed by Chandra Pant and produced by Arun Kumar Mishra. This is the first film of Bhojpuri cinema, which will change the outlook of Bhojpuri cinema. Pradeep Rawat is in the role of the villain, and while Anand Ojha is seen in the lead role, the film has also been appreciated by Bollywood critic Taran Adarsh. Launched the poster of the film from her Twitter and Instagram accounts and also praised the film.",Chandra Pant,"Dinesh Lal Yadav, Pradeep Singh Rawat, Ayaz Khan, Sanjay Pandey, Priyamvada Pandey",27005084,
3515,tt32438336,Tahader Katha,2024.0,Drama,"This story revolves around 7 main characters, and they are Sreenath, Rafikul, Priyanka, Susmita, Buro, Debranjan, and Malabika. Sreenath dreams of becoming a writer.",Subrata Ghosh,"Rishav Basu, Trisha Das, Arindol Bagchi, Bhadra Basu, Biswanath Basu",32438336,
3516,tt32502069,Naach Basanti Naach,2024.0,Drama,"Launda dancer Basant hides profession from girlfriend Shweta. His dance troupe faces attacks from village head's son Birju. Conflict arises when Shweta discovers Basant's double life, testing their love.",Dilip Arya,"Dilip Arya, Manoj Joshi, Arvind Jadugar, Sagar Mandal, Gulzar Boss",32502069,
3517,tt31897208,Vishkanya,2024.0,Family,Ratan get married with Devika. Ratan doesn't know the background of Devika after married lots of surprise coming in ratan maeried life,Sanjeev Boharpi,"Rai Sanjukata, Priti Shukla, Ritesh Updahya",31897208,
3518,tt32887088,Case No.15,2024.0,Thriller,"Ten strangers receive an irresistible invitation to a luxurious island resort, promising an unforgettable escape. However, what awaits them is far beyond their wildest imaginations. Amidst bursts of laughter, spine-chilling suspense, and adrenaline-pumping action, these strangers must navigate through a web of secrets and dangers. With every twist and turn, alliances will form and break, and the line between friend and foe will blur. Will they uncover the island's dark secrets, or will they be consumed by them?",Rajesh Tadakala,"Ajay, Chammak Chandra, Harshini, Sejal Mandavia, Gaddam Naveen",32887088,
3519,tt11982806,Jatti 15 Murrabean Wali,2024.0,Drama,Unknown,Devi Sharma,"Gugni Gill Panaich, Arya Babbar, Gurchet Chitrakar, Nirmal Rishi, Lakhaa Lakhwinder Singh",11982806,
3520,tt31890158,Bade Ghar Ki Bahu,2024.0,Family,Radha Son Ravi left him after getting married with Neha Radha give complaint to Man Durga then lots of surprise came for Radha family,Shatrughn Goswami,"Sanchita Banerjee, Nishar Khan, Pratibha Pandey",31890158,
3521,tt32176672,Dear Love,2024.0,unknown,A youngster's dream to join the army gets diverted when he falls in love with a girl.,"Amarnath Kharade, Rushikesh Turai","Amarnath Kharade, Kiran Dhane, Abhishek Pooja Ulhas, Laxmi Vibhute, Vaishali Khare",32176672,
3522,tt16141850,Tatkshan,2024.0,"Action, Crime, Mystery, Thriller","Tatkshan is a brutal story of grit and indomitable spirit of Sub Inspector Harshvardhan Dubey,UP Police,who comes across mutilated unidentified human body in Lucknow.Investigating the case layer by layer leads to many shocking revelations.",Vaibhav Verma,"Vikrant Rai, Pallavi Singh, Iamrealmohsin, Muskaan Lalwani, Akanksha Pandey",16141850,
3523,tt32134701,Parampara,2024.0,unknown,Unknown,Pranay Nishakant Telang,"Prakash Dhotre, Bhushan Ghadi, Veena Jamkar, Arun Kadam, Prashant Neman",32134701,
3524,tt29043267,Tight: The World of Indian Bodybuilding,2024.0,Documentary,"Can Aji's talent and triumphs elevate him from his poor, Tamil background to succeed on the national stage at Mr India? Or will his dreams be shattered by corruption and discrimination? The booming world of Indian bodybuilding is a captivating window through which to observe a rapidly changing society, while Aji's journey is a story of unity, brotherhood and celebration of India's incredible diversity.",Elliott Gonzo,unknown,29043267,
3525,tt30988771,Danga,2024.0,Drama,Unknown,"Rameez Raja Murtuza, Vishal Prabhalar Patil","Nagesh Bhonsle, Sonal Sagore, Sachin Giri, Chaitali Jadhav, Snehal Nandavade",30988771,
3526,tt28443842,Sanju Weds Geetha 2,2024.0,unknown,Unknown,Nagashekar,"Rachita Ram, Sadhu Kokila, Rangayana Raghu, Srinagar Kitty, Chethan Kumar",28443842,
3527,tt31556854,O Abhagi,2024.0,Drama,"A poor family lived in a small village far from the city. Batasa is the only girl in that family. She's dream is to marry a Raj Kumar, but it doesn't happen. On the other hand, Batasas father was always worried about his daughter marriage.",Anirban Chakraborty,"Rafiath Rashid Mithila, Krishna Banerjee, Debjani Chatterjee, Chittrali Das, Subrat Dutta",31556854,
3528,tt33144946,Dil Lagal Dupatta Wali Se..2,2024.0,Drama,"Dil Lagal Dupatta Wali Se 2 is a 2024 Bhojpuri film directed by Sujeet Verma, starring Yash Kumar. This sequel blends action, drama, and romance, featuring a strong cast including Kiran Yadav, Sushil Singh, and Shivika Diwan.",Sujeet Verma,"Shivika Diwan, Yash Kumarr, Awdhesh Mishra, Sushil Singh, Kiran Yadav",33144946,
3529,tt31939190,Devastated,2024.0,unknown,"In parallel narratives, an Indian policeman opens up about his job executing Muslim men, while Lord Krishna and Prince Arjuna perform a dialogue from the Bhagavad Gita, exploring the moral obligations of warriors.",Ashish Avikunthak,unknown,31939190,
3530,tt33262598,Triangle,2024.0,Thriller,Unknown,Anandhu Ullas,"Harikrishnan, Parvathy, Shivaji Guruvayoor, Ajay, Vettukili Prakash",33262598,
3531,tt30781779,Sach Ki Jeet,2024.0,Drama,Sach Ki Jeet depicts the importance of truth and law and the movie revolves around the dispute over land and conflict among people.,Raahul Mouje,"Sunnyy Singh, Harsha Nikam, Rajkumar Duva, Sushil Parwana, Ehsaan Qureshi",30781779,
3532,tt31598714,Record break,2024.0,Drama,"Rich Ramaiah's daughter Bharti is innocent, a janitor named Ranga Rao joins their work faithfully and kills Ramaiah and gets close to Bharti and marries her for property and makes her pregnant, then to save the unborn child if he wants to kill her, Bharti hides in the graveyard and gives birth to two children on the lap of the idol of Lord Shiva there. Dying, she prays to that Lord Shiva for another birth for her children. At the same time, Bhargavi, an officer working in the municipal office in a town called Vikarabad, starts having pains. If the child dies in the womb, this soul of Bharati enters that womb and Bharati is born there again. Bharti's daughter Bharti is in danger when the orphaned Bharti children Chanti and Bantis are unable to bear the neglect shown to them by the society and they save her. Bharti is a good friend of Chantibanti and protects them in every way. Chanti and Bunty pull out a lorry that has fallen down in the forest with their strength and come to Hyderabad for that money and join the work in the timber depot. Rama Rao, the owner of the same timber depot, loses a lot of money by organizing wrestling competitions with the intention of always providing good players to India. On one occasion, Coach John recognized the strength of Chanti and Bunty and told Rama Rao that he would give them wrestling training and that they would become national champions. According to a builder's scheme on Rama Rao's property, these balls and balls are sent to the China WWE game, where Bharti gets caught in a bank scam and gets arrested. When they were on the verge of defeat, Shiva himself appeared to them in the form of a mother and inspired them to win. These orphans become number one champions in the world with the help of a friend.",Chadalavada Srinivasa Rao,"Chalapathi Rao, Raghda Iftekhar, Satya Krishnan",31598714,
3533,tt33092432,Villain,2024.0,unknown,Unknown,K. Muralikrishna,"Bobby Mishra, Hara Rath, Ardhendu Sahu, Mamuni Mishra, Braja Singh",33092432,
3534,tt28528429,Kadhi Prem Kadhi Gondhal,2024.0,"Comedy, Drama",Unknown,Rajan Waghdhare,"Sanjay Narvekar, Kushal Badrike, Prarthana Behere, Abhinay Berde, Neha Khan",28528429,
3535,tt29347295,Kenda,2024.0,"Crime, Drama, Thriller","An absurdist political satire about the disenchanted youth of Bangalore, exploring disorganized crime through the eyes of lower rung gangsters with big dreams.",Sahadev Kelvadi,"Pruthvi Banwasi, B V Bharath, Gopalkrishna Deshpande, Sharath Gowda, Bhimayya Guttedar",29347295,
3536,tt32991523,Successful Failure,2024.0,Drama,"Story of a divorce lawyer, whose love life is getting tougher because of her profession, this story shown how she will get the love of her life.","Bappaditya Nandi, Gourab Biswas","Trishakar Madhu, Raju Majumder, Papiya Adhikary, Manojit Boral, Debashish Ganguly",32991523,
3537,tt33095172,Rahasyam Idam Jagath,2024.0,unknown,Unknown,Komal Bharadwaj,"Adi Naidu, Manasa Veena, Scott Bernard Nelson, Shiva Juturi, Abel Cosentino",33095172,
3538,tt17888348,Kanmani Pappa,2024.0,Thriller,"""Kanmani papa"" screen played in a 'horror suspense thriller'",Sree Mani,"Manasvi Kottachi, Miya Sree, Tharunkumar",17888348,girl
3539,tt30829636,Dil Kush,2024.0,Romance,"A young man named Kushal falls in love with a girl named Dilmaya. As their relationship blossoms, they eventually face challenges that lead to their separation. Can they overcome these obstacles and reunite?",Pramod Jaya,"Ranjeeth, Aruna Balraj, Dharmanna Kadur, Surya Praveen, Raaghu Raamanakoppa",30829636,
3540,tt31137056,Khelaghar Bandhte Legechi,2024.0,"Drama, Family","Founder of sweet shop Khirodasundari imparts wisdom to grandson Megh about life's joys and sorrows. After founder's demise, Megh confronts parents, holding them accountable for his troubled childhood.",Shibaji Dutta,"Parthasarathi Deb, Plabon Deb, Joy Sengupta, Basabdatta Chattopadhyay, Suman Basu",31137056,
3541,tt31123946,Kappu Bilupina Naduve,2024.0,Drama,Good defeats evil when a cursed being's supernatural reign of terror empowered by social media is ended by human connection,Vasanth Vishnu,"Vaijanath Biradar, Vidhyashree Gowda, Sharath Lohitashwa, Vasanth Vishnu, Dhamu Tony Yadav",31123946,
3542,tt31579674,Thappinchuku Thiruguvadu Dhanyudu Sumathi,2024.0,Drama,It is a story of 4 different characters and their lives gets entangled in a Bank robbery by one of them and what happens with the loot.,Chenna Narayana,"Manikandan R. Achari, Niranjana Anoop, Priyadarshi Pulikonda, Gopal Sham, Srinda",31579674,
3543,tt31495418,India's 1st Best Trans Model Agency,2024.0,Documentary,"Over 7 years, activist Rudrani Chettri creates a company to champion India's hijra people, considering the culture's schisms and complex roots while moving them away from traditional hardships.",Ila Mehrotra,unknown,31495418,
3544,tt32410823,Van,2024.0,Drama,Varun an ordinary village guy who encountered an unexpected murder case with a mysterious van which is connected with the murder,Dadi Lokesh,"Magesh, Amrutha Sree, Kyathi Rajput, Nalla Madhava Rao, Sagar",32410823,
3545,tt31173309,Dhaya Bharati,2024.0,Drama,The story of this film takes place in the backdrop of a one-teacher tribal school in a forest. Two teachers who have been there many times react against the brutal exploitation of tribals in the villages.,K.G. Vijayakumar,"Kailash, Appani Sarath, Gokulam Gopalan, Dinesh Prabhakar",31173309,
3546,tt31115226,Nasoor - Let's Restart,2024.0,Thriller,"""Nasoor: A tale of a man lost in pursuit of wealth, oblivious to what truly matters. Harshvardhan's futile quest for purpose leads to drastic decisions, mirroring the unhealed wounds of modern life.""",Rishil Joshi,"Denisha Ghumra, Ranganath Gopalrathnam, Rishil Joshi, Hitu Kanodia, Jignesh Modi",31115226,
3547,tt32982637,Puthiya Niram,2024.0,unknown,Unknown,Sunee Sekhar,"Rathnakala Thankam, Shihan Ahmed, Chandran Cheruvanchery, Pappan Maniyur, Pranav Mohanan",32982637,
3548,tt33377907,Bhediya Dhasaan,2024.0,Drama,Unknown,Bharat Singh Parihar,Yatendra Bahuguna,33377907,
3549,tt22482220,Panne,2024.0,"Drama, Family",A woman's pursuit in achieving social identity after the dawn of her step grandfather's empire.,Ram Alladi,"Silpa Das, Krishna Goda, Sam Mukherjee, Pankaj Munshi, Anand Rangarajan",22482220,
3550,tt30761348,Sanketh,2024.0,Thriller,"A young, fairly successful doctor is led to believe that his life is only truly complete if he gets married and bears a child. But years after marriage, when none of the means to have a child pays off, the anguished man goes out of his way to explore unconventional methods, putting everyone's life around him at risk.",Jyotsna K Raj,"Chaitra Shetty, Mohan Sheni, Roopa Vorkady, Vicky Rao, Rahul Amin",30761348,
3551,tt24633870,Zha,2024.0,Drama,"After a long acquaintance through letters, Christy comes to meet his pen-pal Hari and becomes a liability to Hari and his family. As Hari and his family come to know Christy better, things get even worse.",Gireesh P.C. Palam,"Manikandan R. Achari, Nandu Anand, Vijayan Karanthoor, Sudhi Kozhikode, Naira Nihar",24633870,
3552,tt33548574,Aeon Oz,2024.0,unknown,Unknown,Heinz Kasper,Juana Del Mar Jiménez Infante,33548574,
3553,tt31465431,Gate,2024.0,Thriller,Unknown,Shiva Maddy,"Athreya Vijay, Banu Sree Reddy, Ravi Venkatraman",31465431,
3554,tt33164315,Durga,2024.0,unknown,Unknown,Tapas Sargharia,"Isha Talwar, Saroj Parida, Raj Rajesh, Harihara Mahapatra",33164315,
3555,tt28629221,Bhanumati,2024.0,History,"If one looks back at our nation's vast history, it can be easily deduced that in the past, many of our kings and monarchs have acquired their throne by deliberately killing off their family members, or by having them removed as an obstacle in their path to the throne. That was a time of deceit and bloodshed, and a similar story is being depicted in our story of Bhanumati.",Dhananjay Galani,"Shawar Ali, Aman Dhaliwal, Rajesh Gade, Preeti Goswami, Siddhant Issar",28629221,
3556,tt29309840,Dear Purusha,2024.0,unknown,Unknown,Jiit Chakraborty,"B M Baisali, Aiswarya Behera, Jhilik Bhattacharjee, Amlan Das, Ipsita Das",29309840,
3557,tt31730276,Husna,2024.0,"Drama, Mystery, Romance, Thriller","""In the shadowy world of journalism, Investigating Officer Shinde must navigate the tangled web of Sudhir's demise, where obsession leads to deadly consequences in 'Husna'.""",Durgesh Nitin Harawade,"Meera Joshi, Manish Sharma, Pranali Ghoghare, Shahid Kabeer, Vishakh Mhamankar",31730276,
3558,tt32110242,Tatva,2024.0,Thriller,"When a cash-strapped taxi driver is confronted with a moral crossroads, he grapples with the choice between maintaining his integrity or succumbing to temptation for financial survival.",Ruthvik Yelagari,"Hima Dasari, Osman Ghani, Pooja Reddy Bora",32110242,
3559,tt32022424,Oru Thavaru Seidhal,2024.0,unknown,Unknown,Mani Dhamodharan,"M.S. Bhaskar, Upasana Roy Chowdhury, Thasmiga Lakshman, Namo Narayana, Sura Surendhar",32022424,
3560,tt31250544,Dangal the biranpur files,2024.0,Drama,"Bhuneshwar Sahu, son of Ishwar Sahu, was murdered in a dispute between two communities in village Binarpur of Bemetara chhatisgarh. After this incident that happened in April 2023, the situation here had become tense. The violence escalated so much that two other people also died. The police had to work hard to maintain peace. Realistic story.",Hemlal Chaturvedi,"Rajesh Bonik, Yogesh Agrawal, Pawan Gandhi, Aanad Sahu, Shalini Vishvakarma",31250544,
3561,tt32422243,Insta Series,2024.0,Comedy,Unknown,VJ Siddhu,"Balaprabakark, Harshath Khan, Sathish, VJ Siddhu, Cam Soori",32422243,
3562,tt33468119,Sathur: Part1,2024.0,"Action, Adventure, History, Sci-Fi",Unknown,A Augustin Prabu,"Charukesh, Jeeva Ravi, Boys Rajan, Nakkalites Chella, Ajith Vignesh",33468119,
3563,tt31042192,Home Tour - A Bachelor Party,2024.0,Comedy,"Harshat and his gang plan to enjoy the bachelor weekend with the only married guy of his gang Siddhu in Siddhu's Home when his wife and daughter are out of state. Two days of this friend enjoying, drinking and cooking. How these torture VJ SIddhu and how he tackle them?",VJ Siddhu,"Balaprabakark, Harshath Khan, VJ Siddhu, Cam Soori, Cam Soori",31042192,
3564,tt15477260,Mudakkaruthaan,2024.0,Action,Liberating abused kids on street with high-octane twists and turns,"K. Veerababu, Mahesh Periyasamy","Dhayalan, Indrajith, Bava Lakshmanan, Mahana, Mayilsamy",15477260,
3565,tt32216058,Alaikyaa,2024.0,Horror,"The beautiful Guesthouse turn into a ghostly and haunted house, making it impossible for people to stay. precious diamond in the house that is guarded by these Souls.",M Bhupathi,unknown,32216058,vampire horror
3566,tt31182664,Bahar (Blossom),2024.0,Drama,"Sagar, a night receptionist at a hotel, exists in a sombre state, bound to a relentless day and night routine. He remains tethered to the memories of a past relationship, unable to move forward. Sagar's life takes an unexpected turn when he encounters a hotel guest who unwittingly imparts profound wisdom, enlightening Sagar about the intricate philosophy and deeper dimensions of relationships.",Suraj Shelar,"Anmol Kothadiya, Ram Saidpure, Kavita Shelar, Sucheta Siddha",31182664,
3567,tt13672082,Dil Dosti Duniyadari,2024.0,"Comedy, Romance, Thriller",It tells the story of of an average middle-class boy who wants to become a successful singer in his life despite having obstacles in his way.,Bhaskar Ram,"Shubhankar Tawde, Dnyanada Ramtirthkar, Parth Bhalerao, Shasshwati Khanna, Ravi Khengle",13672082,"bts picture, telugu movie, film 2021, singer"
3568,tt32269064,Tento,2024.0,"Drama, Thriller","Jyotirmoy, despite being an introvert finally sends invitations to his college friends, whom he always loved and considered his own but gets hated and abused in return. After the tragic death of his father, Jyotirmoy to a remote village.",Swarna Shekar,"Tej Narayan Jha, Sudipta Chakraborty, Arundhati Chakraborty, Rajesh Sharma, Debesh Roy Chowdhury",32269064,
3569,tt31474349,31st Movie,2024.0,Thriller,Unknown,"Pranav M. Patel, Maharshi Patel, Monang Baviskar","Prashant Barot, Sritej Bhatt, Hardik Bhavsar, Nilesh Bhrahmbhatt, Chetan Daiya",31474349,
3570,tt32509058,Malik Ni Varta,2024.0,Drama,"In a fearful town, whispers of Malik, a mysterious and intimidating figure, spread like wildfire. As the community grapples with fear, individuals speculate about Malik's true identity.",K.R. Devmani,"Anang Desai, Monal Gajjar, Rajeev Mehta, Hitu Kanodia, Sunil Vishrani",32509058,
3571,tt30003723,Kannanjaru,2024.0,unknown,Centered around the events unfolding in the village of Kannanjaru in Karkala,R. Balachandra,"Ramakrishna, Apurva, Sharmitha Gowda, P.S. Sridhar, R. Balachandra",30003723,
3572,tt33062822,Alchemist,2024.0,Family,Unknown,Paul Rupesh,"Chhaya Kadam, Sanjay Mishra, MayurKumar Nyk",33062822,
3573,tt32288284,Parva,2024.0,Thriller,Unknown,Siddhesh Patil,"Shivani Jaiswal, Shreyash Atkar, Aditya Sharma, Shubham Sapre, Swapnil Bhongade",32288284,
3574,tt33350384,Katu Pootha Malay,2024.0,Fantasy,"Katu Pootha Malay is the story of a house as narrated by the house. The film is about the stories around a house, its people, objects and memories strung like a garland. The film borrows from the oral traditions and culture of Tulu region.",Udayraj,"Pratap J, Vishnumurthy Manjittaya, Jayarama Rao P, Shubha Sheshadri",33350384,
3575,tt31160264,Kemiti E Samparka,2024.0,Drama,"Pratyush hopes to build a family with Priya, who believes finding Pratyusha will complete her incomplete life. But will fate intervene?",Chandi Parija,"Lipsa Mishra, Akash Das Nayak, Elina Samantray",31160264,
3576,tt31249168,Aanganwadi,2024.0,Drama,Nivan and Avani try to save a local Anganwadi after the local Sarpanch decides to demolish the school to build a hospital for profit.,"Devesh Raval, Ketan Parmar","Bhavik Bhojak, Pooja Doshi, Maddy Kava, Jainil Panchal, Morli Patel",31249168,
3577,tt32035059,Narudi Brathuku Natana,2024.0,unknown,Unknown,Rishikeshwar Yogi,"Shruthi Jayan, Aiswarya Anil Kumar, Nithin Prasanna, Viva Raghav, Shivakumar Ramachandravarapu",32035059,
3578,tt33075453,Rikhuli,2024.0,Drama,Unknown,Jagat Kishor Gairola,"Vijay Kumar Bashisth, Prashant Dimri, Anjali Negi, Meena Tiwari",33075453,
3579,tt30751124,Vicheyam,2024.0,Crime,"This is the story of deep investigation of actual murder happened in India . story is about ego, grief , revenge of a common security guard, who murdered famous fashion designer celebrity Neha Shirodkar.",Shree Gurunath Shree,"Ravikiran Dixit, Mrunal Gaikwad, Tushar Ghorpade, Prathamesh V. Jadhav, Somnath Jadhav",30751124,
3580,tt28448904,Hyena,2024.0,Action,"When International terrorists try to plant the bomb in Major Indian Cities at Bangalore / Hyderabad and Mumbai, the Bomb will not explode due to various reasons. The Bomb will not trigger on, and the Intelligence Department trace the footprint of the entry of the terrorist and their work. The National Investigation squad will start hunting the person who is the mastermind of this plan. Who is that person? How has this person been traced? Packed with Thrilling Scenes, Police Officers, Indian Coast Guard, and Survey alliance officers everyone will be focused to eliminate the master mind. Hyena is the Team that is Killing Squad - Movie Dedicated to Indian Armed Forces.",Venkat Bharadwaj,"Venkat Bharadwaj, Diganth Dhanush, Sunethra Gopal, Vandana Hegde, Pramod Hiremath",28448904,
3581,tt13653814,Shrimati Umbrella,2024.0,Drama,Unknown,Gajendra Vitthal Ahire,"Sonali Kulkarni, Mrinal Kulkarni, Bryan Lawrence, Sammy Jonas Heaney, Bharat Mistri",13653814,
3582,tt13036100,Broken Glass,2024.0,"Animation, Comedy, Drama, Fantasy, Musical, Romance","Dylan meets Luna after many years since graduation, and soon they fall in love with each other, unaware of the obstacle that is about to come, changing their lives forever as secrets from Luna's past are also uncovered.","Neil Mikes, Hazel K.","Chronox, Liara Deia, Gwyneth Irene, Jenniefs, Davina Jereni",13036100,love
3583,tt33044512,Apne Ghar Begane,2024.0,unknown,Unknown,Balraj Syal,"Yograj Singh, Kulraj Randhawa, Rana Ranbir, Preet Aujla, Roshan Prince",33044512,
3584,tt33503920,Hu Tara Vina Kai Nai,2024.0,Romance,Unknown,Dhruval Sodagar,"Umesh Barot, Rubina Belim, Kuldeep Mishra, Jaimini Trivedi, Nisarg Trivedi",33503920,
3585,tt30274400,Mukti Ghar,2024.0,Drama,The story of this film is about a society surrounded by different addictions. This film shows how a person trapped in the clutches of addiction can get rid of it.,Bhavin Trivedi,"Prakash Gadhvi, Ragi Jani, Chetan Daiya, Aakash Zala, Hitesh Thakar",30274400,
3586,tt32012324,Yuvakaru,2024.0,Drama,This film contains a good message that such youths are naturally beckoned by many evil addictions but the youth should realize the evil effects of those addictions and lead a high life and bring glory to the country.,Gunavantha Manju,"Chetan, Pavitra Hiremath, Sukanya Hiremath, Rohini",32012324,
3587,tt15662248,Lukochuri,2024.0,"Drama, Romance","It's love at first sight for a young boy and a young girl. But as in every other love story, complications arise. What happens next forms the crux of the film.",Shiladitya Moulik,"Rajdeep Deb, Angana Roy, Shaheb Chattopadhyay, Roy Angana, Atmadeep Ghosh",15662248,"young, boy"
3588,tt30612316,In Your Language,2024.0,Documentary,A group of students aged between 18 to 25 shares their opinion on the first thing they want to change in their country if they get the power to do so.,Ram Gayathri Krishna,Maitreya Maitreyan,30612316,
3589,tt32155501,Rajakaran Gela Mishit,2024.0,Comedy,It is a film that comments on the common youth of the village to the big political leader. a political satire can be said to be a film that comments on politics and society through comedy.,Makarand Anaspure,"Vishwanath Kulkarni, Makarand Anaspure, Prakash Bhagwat, Vijay Deshmukh, Prajakta Hanamghar",32155501,
3590,tt31711509,Haddhu Ledhu Raa,2024.0,Family,Unknown,Raavi Rajashekkar,"Varsha Viswanath, Ashish Gandhi, Dayanand Reddy, Hrithika Srinivas",31711509,
3591,tt32528712,Kandor Mane Kathe,2024.0,unknown,"Yejaman, a lazy man, relies entirely on his parents. After getting married, his bride's family forces him to do household chores when they learn he doesn't work. Will he become responsible?",Pranav Shetty,"Ramith elakki, Rakshitha Keremane, Suraj Kumar, Dingri Nagaraj, Apporva Shree",32528712,
3592,tt26422812,Insurance Jimmy,2024.0,"Crime, Drama, Thriller",Unknown,Parth Shukla,"Parth Shukla, Hitansh Asija, Hitarth Asija, Chetan Daiya, Yuvraj Gadhavi",26422812,
3593,tt26381889,Yathabhava,2024.0,"Crime, Drama","Shiva is an LLM student in his final year when he is accused of rape and murder, but things only get worse when the victim's father is a State Minister.","Gautham Basavaraju, Nirmal Joshi","H.G. Dattatreya, Gopalkrishna Deshpande, Uma Hebbar, Mahesh Kale, Mahesh Kalli",26381889,"student, father"
3594,tt31464957,Daroga Mamur Kirti,2024.0,Comedy,In North Bengal there was a village where crime rate was very high. That time lakhi Daroga posted their as a police man. And his nephew Ayan. Ayan was a brat. But after meeting with Labanya he became change into a different man.,Nehal Dutta,"Ranjit Mallick, Biswajit Chakraborty, Moumita Chakraborty, Sumit Ganguly, Kharaj Mukherjee",31464957,
3595,tt32757846,Doaansh,2024.0,Drama,"Doaansh is a story of a struggle for existence. In the remote wilderness of the Sundarbans, contractors rule illegally, and they decide who will do what, who will fetch honey, who will get crabs, and even who will get compensation.",Sayan Bandhopadhyay,"Sanjita, Sritama Dey, Anubhav Kanjilal, Payel Roy",32757846,
