,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
0,tt15354916,Jawan,2023,"Action, Thriller",A high-octane action thriller which outlines the emotional journey of a man who is set to rectify the wrongs in the society.,Atlee,"Shah Rukh Khan, Nayanthara, Vijay Sethupathi, Deepika Padukone",15354916,"revenge, chase, suicide, farmer, train, injustice, police, promise, prison, doctor, showdown, society, battle, fight, high octane, vigilante justice, father son relationship, scene during end credits, song during end credits, final battle, dual role, hijack, women empowerment, husband wife relationship, mother son relationship, pregnant woman, intermission, song and dance, mother daughter relationship, action hero, action violence, brother brother relationship, memory loss, dog killed, murder of dog, stabbed with a pen, hanged to death, father daughter relationship, marriage, shot multiple times, vigilante, one person army action, gun action, gun battle, shootout, corruption, suspense, death of villain, indestructible, killing machine"
1,tt15748830,Jaane Jaan,2023,"Crime, Drama, Mystery",A single mother and her daughter who commit a crime and a neighbor who helps them cover it up amidst a police investigation.,Sujoy Ghosh,"Kareena Kapoor, Jaideep Ahlawat, Vijay Varma, Saurabh Sachdeva",15748830,"single mother, police, investigation, criminal, based on novel"
2,tt11663228,Jailer,2023,"Action, Comedy, Crime","A retired jailer goes on a manhunt to find his son's killers. But the road leads him to a familiar, albeit a bit darker place. Can he emerge from this complex situation successfully?",Nelson Dilipkumar,"Rajinikanth, Mohanlal, Shivarajkumar, Jackie Shroff",11663228,"prison, ex cop, intermission, action hero, one word title, action violence, shootout, one person army action"
3,tt14993250,Rocky Aur Rani Kii Prem Kahaani,2023,"Comedy, Drama, Family","Flamboyant Punjabi Rocky and intellectual Bengali journalist Rani fall in love despite their differences. After facing family opposition, they decide to live with each other's families for three months before getting married.",Karan Johar,"Ranveer Singh, Alia Bhatt, Dharmendra, Shabana Azmi",14993250,"love, family relationships, rom com, news reporter, long lost love, extramarital affair, grandfather grandson relationship, grandmother granddaughter relationship, strict grandmother"
4,tt15732324,OMG 2,2023,"Comedy, Drama",An unhappy civilian asks the court to mandate comprehensive education in schools in a dramatic yet amusing courtroom play.,Amit Rai,"Pankaj Tripathi, Akshay Kumar, Yami Gautam, Pawan Malhotra",15732324,"courtroom, sex education, court room drama, reference to shiva the hindu deity, masturbation, devotional, prayer"
5,tt18266472,Sukhee,2023,Drama,"Much to the dismay of her husband, a middle-class housewife, known for her rebellious attitude in high school, decides to attend her class reunion.",Sonal Joshi,"Shilpa Shetty Kundra, Amit Sadh, Chaitannya Choudhry, Kusha Kapila",18266472,
6,tt18561736,The Great Indian Family,2023,Family,"Ved Vyas Tripathi, aka Bhajan Kumar, is a devout Hindu man who faces an identity crisis and a personal dilemma when he discovers he is actually a Muslim by birth.",Vijay Krishna Acharya,"Alka Amin, Bhuvan Arora, Manushi Chhillar, Srishti Dixit",18561736,
7,tt3691740,The BFG,2016,"Adventure, Family, Fantasy","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",3691740,"orphan, giant, dream, queen, london england, england, based on book, orphan girl, little girl, roald dahl, title spoken by character, reading under the covers, male and female protagonists, live action cgi hybrid, no opening credits, live action and animation, girl wears eyeglasses, literature on screen, european literature on screen, live action adaptation, human nonhuman relationship, orphanage, close up of eyes, ginger tabby cat, cat, acronym in title, imagination, evil brother, cannibal, based on novel, aquaphobia, flashlight, dollhouse, heroine, lens flare, motion capture, british literature on screen, 20th century literature on screen, british humoristic literature on screen, humoristic literature on screen, children's literature on screen, british children's literature on screen, fantasy literature on screen, british fantasy literature on screen, abbreviation in title, title same as book, 10 year old, child protagonist, urban fantasy, high fantasy"
8,tt12844910,Pathaan,2023,"Action, Adventure, Thriller","An Indian agent races against a doomsday clock as a ruthless mercenary, with a bitter vendetta, mounts an apocalyptic attack against the country.",Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia",12844910,"fight in a train, fight atop a moving train, underwater scene, yrf spy universe, undercover cop, spy, wisecrack humor, one word title, mountain, snow, frozen lake, reference to covid 19, reference to instagram, reference to twitter, virus, smallpox, paris france, character name in title, shared universe, fight, violence, mercenary, flashback, train, fight on train roof, fight on a moving train, fighting on the roof of a train, helicopter, gun, tunnel, bridge, destroyed bridge, motorcycle, one man army, one against many, raw, isi, india, dubai, moscow russia, russian, local blockbuster, motorcycle chase, car chase, fight above truck, spy action"
9,tt15464390,Mastaney,2023,"Action, Drama, History","Set in 1739, Nadar Shah's undefeated army was attacked by Sikh Rebellions. Nadar demands to arrest them but it doesn't work out. Five ordinary men are hired to play Sikh Rebellions but over time they learn what Sikhs are.",Sharan Art,"Tarsem Jassar, Simi Chahal, Gurpreet Ghuggi, Karamjit Anmol",15464390,"army, 18th century, sikh"
10,tt1187043,3 Idiots,2009,"Comedy, Drama","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi",1187043,"motivation, coming of age, against the system, hairy chest, papadum, coma, male underwear, male friendship, college, bare chested male, bollywood, optimism, muslim, suicide, suicide attempt, india, reference to neil armstrong, boy wears eyeglasses, girl wears eyeglasses, trimming mustache, simla india, character repeats someone else's dialogue, male male relationship, airplane, airport, hazing, scene before opening credits, scene during opening credits, playing guitar, reference to hiroshima, reference to nagasaki, stand alone movie without sequel, world, male protagonist, bromance, friend, student, engineering, writing with both hands, subjective camera, character's point of view camera shot, slow motion scene, urination, flatulence, fast motion scene, dream, best friend, following a dream, wildlife photography, wedding crasher"
11,tt14914988,Satyaprem Ki Katha,2023,"Comedy, Drama, Musical","A middle-class boy in Ahmedabad, Satyaprem falling in one-sided love with Katha, who is coping with her breakup with Tapan. Through the journey, they discover each other's life and complement in accomplishing what was left halfway.",Sameer Vidwans,"Kartik Aaryan, Kiara Advani, Supriya Pathak, Gajraj Rao",14914988,"boy, one sided love, suicide attempt, garba"
12,tt3741834,Lion,2016,"Biography, Drama","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar",3741834,"adoption, india, adoptive mother adoptive son relationship, mother son reunion, street child, brother brother relationship, 5 year old, australia, boyfriend girlfriend relationship, adopted child, calcutta india, little boy, google earth, language barrier, lost child, based on real person, flashback, year 1986, kolkata, mother son relationship, foreign adoption, based on true story, orphanage, younger version of character, australian, adopted brother, ends with real life photos, ends with biographical notes, watermelon, reference to google, 2010s, adopted son, based on book, mispronounce name, mispronounciation, internet, title at the end, missing child, adoptive father adopted son relationship, traumatic childhood experience, poverty, adopted brother adopted brother relationship, coal train, speaking hindi, bare chested man, hotel management, cricket, hobart tasmania, reference to drug abuse, retracing one's tracks"
13,tt13131610,Bholaa Shankar,2023,"Action, Drama",A doting brother tries to hunt down notorious criminals who had harmed his sister.,Meher Ramesh,"Chiranjeevi, Tamannaah Bhatia, Keerthy Suresh, Raghu Babu",13131610,"brother sister relationship, brother"
14,tt22188452,Haddi,2023,"Crime, Drama","In this ZEE5 Original film, a transgender, Haddi moves to Delhi and joins a gang of transgenders and cross-dressers headed by an influential man. But is this move aspirational or driven by revenge?",Akshat Ajay Sharma,"Nawazuddin Siddiqui, Anurag Kashyap, Mohd. Zeeshan Ayyub, Resh Lamba",22188452,transgender
15,tt28568397,Friday Night Plan,2023,"Comedy, Drama","When their mother takes off on a business trip, two bickering brothers unite to secretly attend the hottest party of the year before she returns.",Vatsal Neelakantan,"Babil Khan, Amrith Jayan, Medha Rana, Aadhya Anand",28568397,"coming of age drama, dramedy drama, coming of age, high school, school, student, sibling relationship, classroom, life, date in title"
16,tt21908676,Neeyat,2023,"Crime, Mystery, Thriller","When a mysterious murder takes place at exiled billionaire Ashish Kapoor's birthday getaway, detective Mira Rao must use all her skill to unravel devious motives as the suspects are Kapoor's close family and friends.",Anu Menon,"Vidya Balan, Ram Kapoor, Rahul Bose, Neeraj Kabi",21908676,"friend, murder mystery, whodunnit, family relationships, murder, detective, murder play, stage thriller, whodunit, whodunnit mystery"
17,tt15441054,Gadar 2,2023,"Action, Adventure, Drama","When Tara Singh goes missing during a skirmish and is believed to be captured in Pakistan, his son Jeete sets out to rescue him and enters a labyrinth from which they both must escape at all costs.",Anil Sharma,"Sunny Deol, Amrish Puri, Nana Patekar, Ameesha Patel",15441054,"father son relationship, father mother relationship, husband wife relationship, mother son relationship, one person army action, undercover, journey, mission, missing person, action hero, action violence, fight, parkour, sledgehammer, truck, song and dance, singing, rescue mission, scene during end credits, intermission, sequel, part two, numbered sequel, one man army, violence, torture, hatred, india pakistan relationship, hanged to death, roar, hand pump, homage, kindness, bald villain, separation, happy ending, flashback, headless body, chase, explosion, superhuman strength, shot dead, falling in love, military tank, poetic justice, scream, man wears a turban, escape, slow motion explosion, gore"
18,tt27542289,Por Thozhil,2023,"Action, Crime, Thriller",A bright but faint-hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose.,"Vignesh Raja, T. Senthil Paramasivam","R. Sarathkumar, Ashok Selvan, Nikhila Vimal, Sarath Babu",27542289,police officer
19,tt0454876,Life of Pi,2012,"Adventure, Drama, Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",0454876,"tiger, india, journey, faith, animal, lifeboat, survivor, pacific ocean, animal companion, alternate version of same incident, belief in god, sinking ship, human animal relationship, lost at sea, animal fight, animal attack, pi, zoo, bengal tiger, survival, hyena, cargo ship, zebra, orangutan, adrift, religion, reference to god, magical realism, man tiger relationship, 1970s, buddhist, water, hinduism, based on novel, conversion to christianity, cgi animal in live action title, reference to krishna the hindu deity, reference to vishnu the hindu deity, reference to ganesh the hindu deity, reference to parvati the hindu deity, anti hero, reference to manila philippines, overhead camera shot, fictional biography, sea adventure, survival adventure, epic adventure, 3d, housefly, crying"
20,tt0249371,Asoka,2001,"Action, Biography, Drama",The epic tale of King Asoka's life is recounted.,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Hrishitaa Bhatt",0249371,"indian history, character name as title, one word title, emperor, ancient india, reference to emperor ashoka, prince, empire, buddhism, general, king, princess, jainism, hinduism, royalty, henna, destruction, assassination attempt, loss of mother, mass hanging, blood, bird, battle, bathing, assassination, sword, invasion, execution, fratricide, storytelling, murder, raft, wedding, kalinga war, horse, sword fight, singing, dismemberment, murder of a child, severed head, 3rd century b.c., violence, dancing, based on true story, india, boy, indian pakistani, river"
21,tt0838221,The Darjeeling Limited,2007,"Adventure, Comedy, Drama","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan",0838221,"train, india, journey, candy cinema, quirky comedy, reconciliation, road movie, spiritualism, train ride, mother son relationship, brother brother relationship, original story, man wears eyeglasses, girl wears eyeglasses, slow motion scene, cigarette, postmodern, maximalism, deceased father, female nudity, female rear nudity, w. anderson and murray, w. anderson and schwartzman, w. anderson and o. wilson, w. anderson and brody, w. anderson and a. huston, sex in a bathroom, poisonous snake, mismatched shoes, camel, late for a train, throwing a cigarette out a window, no smoking sign, throwing rocks at a train, missing tooth, indian giver, pepper spray, pepper sprayed, bare foot man, trimming mustache, pepper spray in the eyes, auto shop, spiritual journey, alopecia, kicked off a train, tuk tuk, boarding a moving train, running into a door, eavesdropping, cairn"
22,tt5074352,Dangal,2016,"Action, Biography, Drama",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra",5074352,"small town, inspirational, father daughter relationship, based on true story, female protagonist, sister sister relationship, female bonding, athlete, uncle nephew relationship, cousin cousin relationship, foodie, female friendship, female wrestler, commonwealth games, wrestling, female empowerment, physical training, mother daughter relationship, coach, olympic games, title spoken by character, bare chested male, friendship between women, asian woman, asian man, bollywood, asian family, india, 2000s, 1990s"
23,tt8239946,Tumbbad,2018,"Drama, Fantasy, Horror",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty",8239946,"greed, gold coin, womb, folk horror, india, god, demon, curse, treasure, gold, well, hindu, mythology, immortality, hag, 1930s, british empire, cremation, mistress, son, mansion, year 1918, year 1947, loincloth, father, mother, funeral, goddess, villain as protagonist, body horror, underground creature, underground monster, horror convention"
24,tt15428134,Dunki,2023,"Comedy, Drama",The rampant use of an illegal backdoor route called 'Donkey Flight' by Indians to immigrate to countries like Canada and USA.,Rajkumar Hirani,"Shah Rukh Khan, Taapsee Pannu, Boman Irani, Vicky Kaushal",15428134,
25,tt24485052,Sirf Ek Bandaa Kaafi Hai,2023,"Crime, Drama, Thriller",A common man with honesty and integrity can take on the system when he has truth on his side.,Apoorv Singh Karki,"Manoj Bajpayee, Surya Mohan Kulshreshtha, Jai Hind Kumar, Nikhil Pandey",24485052,
26,tt1954470,Gangs of Wasseypur,2012,"Action, Comedy, Crime","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha",1954470,"revenge, blood, gun, satire, cult film, abuse, gangster, violence, india, cigarette, shot in the chest, shot to death, scene before opening credits, voice over narration, narration during opening credits, year 2004, dhanbad india, year 1941, train robbery, train, year 1962, year 1965, abduction, year 1966, year 1972, coal mine, giving birth, screaming while giving birth, year 1979, multigenerational, stabbed repeatedly, stabbed to death, covered in blood, year 1985, year 1989, year 1990, cobra, reference to celine dion, true crime, kidnapping, fight, cigarette smoking, family relationships, train robber, corruption, murder, based on true story"
27,tt15433600,Khufiya,2023,"Action, Biography, Crime","Krishna Mehra who is an operative at Indian spy agency known as R&AW. She is assigned to track down the mole selling India's defense secrets, while all along grappling with her dual identity as a spy and a lover.",Vishal Bhardwaj,"Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon",15433600,"spy, agency, secret, escape, senior, investigation, espionage, year 2004, police, criminal, chief, agent, gun, victim, life, handgun, 2000s, true crime, 21st century, weapon, paper, spy thriller, lesbian, lesbianism, lgbt cinema, lesbian mother, lesbian protagonist, lgbt, propaganda film, based on true story, based on novel"
28,tt13751694,Animal,2023,"Action, Crime, Drama","Animal is the story of a son's obsessive love for his father. Often away due to work the father is unable to comprehend the intensity of his son's love. Ironically, this fervent love and ...                See full summary »",Sandeep Reddy Vanga,"Ranbir Kapoor, Triptii Dimri, Saurabh Sachdeva, Anil Kapoor",13751694,"sex scene, implied male nudity, bloodshed, one word title, revenge, intermission, fight, gore, meat cleaver, domestic abuse, reference to pubic hair, one person army action, fire axe as weapon, shot with a gun, father son relationship, husband wife relationship, post credits scene, cigarette smoking, criminal as protagonist, man with long hair, blood, immorality, action hero, gun action, speech, switching roles, fistfight, death, stabbing, severed arm, pile of corpses, dark film, partial nudity, scene after end credits, surprise after end credits, murder, one against many, gun violence, hotel, villain as protagonist, son, battle, violent man, muslim character, bare knuckles fight, injury, flawed protagonist, written by director, edited by director, song"
29,tt15891388,Miss Shetty Mr Polishetty,2023,"Comedy, Drama, Romance","Miss Shetty is a feminist living in London and wants to be single forever. Mr. Polishetty from Hyderabad in Telangana, India, wants to be in a committed relationship. The two appear to be in different stages of life but somehow connect.",Mahesh Babu P.,"Keshav Deepak, Abhinav Gomatam, Jayasudha, Koushik Mahata",15891388,
30,tt19755170,Bawaal,2023,"Action, Drama, Romance",A small-town man who falls in love with the most beautiful girl in town. He wants to marry her one day because marrying her can raise his social position.,Nitesh Tiwari,"Varun Dhawan, Janhvi Kapoor, Manoj Pahwa, Anjuman Saxena",19755170,"marriage, world war two, epilepsy, history teacher, d day, anne frank, eiffel tower, marriage on the rocks, girl, man"
31,tt6277462,Brahmastra Part One: Shiva,2022,"Action, Adventure, Fantasy","A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them.",Ayan Mukerji,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni",6277462,"fantasy superhero, non comic book superhero, superhero, villain, supervillain, dark fantasy, epic action, love, part one, couple, staff, magic, power, element, fire, disc jockey, parent, fight, evil woman, good versus evil, final battle, final showdown, 3d, 3 dimensional, superhero action, superhero fantasy, hero, universe, car chase, epic adventure, intermission, end tease for sequel, action violence, first of series, love at first sight, opening action scene, animated sequence, slow motion action scene, self sacrifice, queen, character name in title"
32,tt20913276,Ghoomer,2023,"Drama, Sport","Anina, a young batting prodigy, loses her right hand in an accident. An unsympathetic, failed cricketer gives her new hope, trains her with unconventional techniques, to turn her fate around. Ghoomer is a new style of bowling they invent.",R. Balki,"Amitabh Bachchan, Shabana Azmi, Abhishek Bachchan, Saiyami Kher",20913276,"cricket, young, right"
33,tt18411490,Tiger 3,2023,"Action, Adventure, Thriller",Plot under wraps,Maneesh Sharma,"Salman Khan, Katrina Kaif",18411490,"action thriller, yrf spy universe, action hero, spy, indian, action heroine, pakistani, spy action"
34,tt8672856,Tu Jhoothi Main Makkaar,2023,"Comedy, Romance","Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.",Luv Ranjan,"Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi",8672856,"love, romantic comedy"
35,tt15501640,Drishyam 2,2022,"Crime, Drama, Mystery",A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,Abhishek Pathak,"Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran",15501640,"investigation, sequel, police station, family relationships, remake, goa india, suspense, ptsd, father daughter relationship, mother daughter relationship, husband wife relationship, filmmaking, interrogation, novel, intermission, excavation, photographs during opening credits, cctv, voice over narration, cinema hall, grieving parents, neo noir, writer, telephone call, bald man, remake of sequel, domestic drama, crime fiction, film within a film, suspense mystery, panic attack, dna test, one step ahead of police, remake of a malayalam movie, cover up, false confession, bad cop, morgue, drinking alcohol, gravedigger, begins and ends with voiceover narration, taking the blame for another's crime, death anniversary, undercover cop, skeleton, wiretapping, fight, running from police, title spoken by character, plot twist"
36,tt0083987,Gandhi,1982,"Biography, Drama, History",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",0083987,"india, british india, protest, south africa, hindu, peace, hunger strike, british empire, partition of india, independence, violence, lawyer, indian history, pacifist, fasting, riot, based on true story, british raj, man wears eyeglasses, nonviolence, idealism, idealist, racial slur, thrown from a train, train journey, angry mob, protest march, passive resistance, husband wife relationship, courage, cruelty, injustice, surname as title, minister, arrest, assassination, brutality, reference to god, shot to death, politics, pacifism, speech, reporter, religious violence, police brutality, new delhi india, hinduism, calcutta india, arson, 1930s"
37,tt2338151,PK,2014,"Comedy, Drama, Sci-Fi",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",2338151,"guru, religion, alien on earth, muslim, hindu, indian, donation bin, spaceship, jilted at the altar, theft, sex in a car, india, wrong number, religious faith, cult, unspoken love, satire, letter in title, indian abroad, asian indian, hinduism, laptop computer, purse, crash helmet, helmet, sticker, reporter, television reporter, train station, chance meeting, medallion, boom box, radio, listening to a radio, breakup, letter, church, voice over letter, kitten, puppy, wedding dress, voice over narration, male alien, humanoid alien, alien contact, alien starship, train track, turban, train, canal"
38,tt1188996,My Name Is Khan,2010,"Adventure, Drama, Romance",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,Karan Johar,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane",1188996,"prejudice, barack obama character, asperger's syndrome, muslim, racial profiling, autism, airport, cultural diversity, religion, flood, deus ex machina, road trip, anti terrorism, anti muslim, based on true story, character name in title, first person title, four word title, us president, indian muslim, cross country journey, man, wedding"
39,tt3405236,Raees,2017,"Action, Crime, Drama",A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,Rahul Dholakia,"Shah Rukh Khan, Jaideep Ahlawat, Sunny Leone, Nawazuddin Siddiqui",3405236,"character name as title, man wears eyeglasses, boy wears eyeglasses, prohibition, alcohol, narrator, bootlegging, police crackdown, honest cop, shot to death, shot in the chest, police arrest, arrest, explosion, boat, gold, voice over, held at gunpoint, dancing, train, kite, police corruption, corruption, truck, statue, eyeglasses, smuggling gang, smuggling, 1980s, one word title, love, anti hero, gangster, organized crime, police officer, illegal liquor, title spoken by character"
40,tt26324936,Rama Banam,2023,"Action, Drama","Two siblings, who despite their difference in ideologies come together to fight for their common goal.",Sriwass,"Gopichand, Dimple Hayathi, Jagapathi Babu, Kushboo",26324936,farm
41,tt8108198,Andhadhun,2018,"Crime, Mystery, Thriller","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan",8108198,"murder, blackmail, rabbit, affair, police, cat, lottery, funeral, tattoo, neo noir, kidnapping, elevator, blindness, pianist, love, hunter, star, bar, living alone, pretending to be blind, singer, kiss, policeman, surprise, black glasses, pet, coffee, rickshaw driver, police station, daughter, rickshaw, scream, operation, kidney transplant, kidney sell, funeral song, blood, shotgun, video clip, evidence, breakup, road, field, hunting, wheelchair, neighbor, husband wife relationship, sex scene, wedding anniversary, trapped in an elevator"
42,tt23036080,Thank You for Coming,2023,Comedy,"When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",Karan Boolani,"Bhumi Pednekar, Dolly Ahluwalia, Shibani Bedi, Saloni Daini",23036080,"queer, romantic, lgbt, family relationships, raunchy comedy"
43,tt22086334,Dream Girl 2,2023,"Comedy, Drama, Romance","Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",Raaj Shaandilyaa,"Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor",22086334,"life, love"
44,tt15380630,Kushi,2023,"Comedy, Drama, Romance","Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.",Shiva Nirvana,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma",15380630,"love, daughter, young, man"
45,tt0986264,Taare Zameen Par,2007,"Drama, Family","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Aamir Khan, Amole Gupte","Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer",0986264,"dyslexia, child, dream, despair, teacher student relationship, against the odds, paint, water, frustration, india, staring at water, vivid imagination, taxi, parental discipline, teacher, hope, fish, dog, intolerance, special education, bus, montage, hyperactive child, nightmare, imagination, autism, child abuse, neglected child, action figure, sitting on a toilet, diaper change, analysis, fishbowl, flutist, internet research, defeat, piggyback ride, misspelling, model, portrait, portrait comes to life, gift, book, reading, principal, gibberish, storytelling, watercolor, makeup, cartoon dragon"
46,tt4430212,Drishyam,2015,"Crime, Drama, Mystery","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor",4430212,"pursuit, accident, man beats up woman, cinema, witness, hidden body, one step ahead of police, unexpected, bad cop, police station, goa, construction, trip, cover up, murder, family day, teenager, police, remake of a malayalam movie, surprise ending, cell phone"
47,tt22297828,Chor Nikal Ke Bhaga,2023,"Crime, Drama, Thriller","A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.",Ajay Singh,"Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta",22297828,"airplane, heist, diamond, accident, plane, thief, hijack, flight, passenger, crew, mission, business, stewardess, betrayal, male tied up, vegan meal, hit in the face, pregnant woman, cell phone, wrong, revenge, home minister, gangster, pilot, sky marshall, hijacking, flight attendant, new delhi, four word title, plot twist, surprise ending"
48,tt10083340,Gangubai Kathiawadi,2022,"Biography, Crime, Drama","Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",10083340,"underworld, based on real people, life, teenager, young, girl, narrative, mafia, true crime, brothel, prostitute, transgender, transgender woman, woman, world, based on true story, character name in title"
49,tt27012110,Gaslight,2023,"Crime, Horror, Mystery","Misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.",Pavan Kirpalani,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev",27012110,"missing person, gaslighting, wheelchair, stepmother, estate, royalty, affair, magician, swimming pool, vintage car, lantern, death, murder, suspicion, husband wife relationship, father daughter relationship, estate agent, skeet shooting, shotgun, hallucination, estranged, family relationships, kiss"
50,tt15245240,The Buckingham Murders,2023,Thriller,"Follows Jass, a detective-mother who after losing her own child must investigate the murder of a 10-year-old in Buckinghamshire, going down a rabbit hole of secrets, where almost everyone in the small town becomes a suspect.",Hansal Mehta,"Kareena Kapoor, Keith Allen, Haqi Ali, Chris Wilson",15245240,"detective, murder"
51,tt13818368,Fighter,2024,"Action, Adventure, Thriller","FIGHTER is India's first aerial action film releasing in theaters on 25th January, 2024.",Siddharth Anand,"Hrithik Roshan, Deepika Padukone, Anil Kapoor, Akarsh Alagh",13818368,"dream, aircraft, air force, pilot, military, soldier, commando, commander, flight, army, 3d, 3 dimensional, epic action, weapon, gun, squadron, epic"
52,tt15302222,Bholaa,2023,"Action, Adventure, Crime","After getting out of prison with the desire to meet his daughter, Bholaa's plans are interrupted by a well-orchestrated drug bust.",Ajay Devgn,"Ajay Devgn, Tabu, Abhishek Bachchan, Amala Paul",15302222,"3d, 3 dimensional, prisoner, remake, criminal, prison, police, staff, gun, trident, broken bone, gore, mercilessness, stabbed to death, father daughter relationship, brother brother relationship, flashback, mid credits scene, gatling gun, killed with a hammer, intermission, handcuffs, ex convict, one word title, anklet, one man army, driving at night, imax, students, prison cell, slow motion action scene, bike, dragged by hair, strong female character, ash, drug bust, drugs, journey, road movie, bloodshed, travel, item number, tragic backstory, poisoning, suicide, heroism, throat slashed, impalement, snorting cocaine, burning a drug stash"
53,tt1024943,Om Shanti Om,2007,"Action, Comedy, Drama","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.",Farah Khan,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher",1024943,"actor, 1970s, mumbai india, 2000s, fire, love, film set, film industry, aspiring actor, actress, cameo appearance, best friend, phobia, chandelier, unrequited love, rescued from a fire, mother son relationship, melodrama, heartbreak, filmmaking, film premiere, film extra, fear of fire, dual role, burnt building, spoof, parody, ghost, actor playing himself, homage, award ceremony, actress playing multiple roles, actor playing multiple roles, reincarnation, character name in title, surprise ending, female director, female filmmaker, parody comedy, three word title, bollywood, friend, film producer, hero, death, f rated, motorcycle, betrayal, title directed by female, speech"
