,movie_id,movie_name,year,genre,overview,director,cast
1300,tt0272118,Haathi Mere Saathi,1971,"Drama, Family, Musical","Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, ...                See full summary »",M.A. Thirumugham,"Rajesh Khanna, Tanuja Samarth, David Abraham, Sujit Kumar"
1301,tt0151511,Mausam,1975,"Musical, Romance","A medical student, Amarnath meets and falls in love with the daughter of a herbal medicine healer, Chanda while preparing for his exams in Darjeeling. He returns to Calcutta to sit his ...                See full summary »",Gulzar,"Sanjeev Kumar, Sharmila Tagore, Om Shivpuri, Agha"
1302,tt4545630,Sardaar Gabbar Singh,2016,"Action, Comedy, Crime",A kingdom called Rathanpur was taken ruthlessly by a feudal lord named Bhairav Singh. The princess of that empire was in a hopeless situation until a maverick cop named Sardaar Gabbar Singh came along.,K.S. Ravindra,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjanaa Galrani"
1303,tt0100857,Vardi,1989,"Action, Crime, Drama",Inspector Verma and Havaldar Bhagwan Singh arrests Lalchand; with Bhagwan Singh loses his life in the process leaving an only son Ajay to be brought up by Verma and his wife. Years later ...                See full summary »,Umesh Mehra,"Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit"
1304,tt0270820,Aag Ke Sholay,1988,"Action, Thriller",Add a Plot,"S.R. Pratap, S.R. Pratap","Sumeet Saigal, Vijayata Pandit, Hemant Birje, Sripradha"
1305,tt21387380,Kacchey Limbu,2022,"Drama, Family",A wilful young girl who is in the race of fulfilling dreams imposed on her by everyone and being at the receiving end each time.,Shubham Yogi,"Sukhita Aiyar, Rajat Barmecha, Radhika Madan, Ayush Mehra"
1306,tt0328671,Yeh Hai Jalwa,2002,"Comedy, Drama, Romance","Raj Saxena (Salman Khan) goes to London, expecting his long-lost dad (Rishi Kapoor) to warmly greet him, but things do not go as planned.",David Dhawan,"Rishi Kapoor, Salman Khan, Ameesha Patel, Rati Agnihotri"
1307,tt0758053,Saawariya,2007,"Drama, Musical, Romance","Two souls arrive in a small town, one on vacation, the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.",Sanjay Leela Bhansali,"Ranbir Kapoor, Sonam Kapoor, Salman Khan, Rani Mukerji"
1308,tt21279420,Emergency,2023,"Drama, History","Based on true events that unfolded in 1975. The chronicles incidents that took place under the leadership of Mrs Indira Gandhi, one of the most Powerful Women in Indian History.",Kangana Ranaut,"Anupam Kher, Kangana Ranaut, Satish Kaushik, Mahima Chaudhry"
1309,tt0341455,Makdee,2002,"Comedy, Family, Fantasy","In a small North Indian village, Legend has it that a 100 years-old witch lives in an abandoned mansion on the village outskirts, and any person who goes inside is turned into an animal. In...                See full summary »",Vishal Bhardwaj,"Shabana Azmi, Shweta Basu Prasad, Makrand Deshpande, Aalaap Majgavkar"
1310,tt13149544,Black Rose,2021,Thriller,Titli dies in a car accident but Inspector Tara doubts it as a planned murder... The Complete movie is about the investigation.,"Hemant N Mishra, Sandeep Rampher Kumar","Samiksha Bhatnagar, Abhilash Narain, Sanjana Shukla, Jai Shanker Tripathi"
1311,tt0082594,Kaalia,1981,"Action, Drama","Jailed for robbing his brother's unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan"
1312,tt0084532,Prem Rog,1982,"Drama, Musical, Romance","Manorama, the daughter of a rich, orthodox family is married off, leaving her childhood friend Deodhar and his secret love for her, in despair. When tragedy befalls her, and traditions seem unfair, Deodhar must fight for what's right.",Raj Kapoor,"Shammi Kapoor, Nanda Karnataki, Tanuja Samarth, Vijayendra Ghatge"
1313,tt0490210,Sarkar Raj,2008,"Action, Crime, Drama",An even more powerful gang emerges to wipe out Sarkar from the playground. A power plant proposal becomes a cause for greater political turmoil around him. What happens to the Family?,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Ravi Kale"
1314,tt1267500,Phoonk,2008,"Drama, Horror, Mystery",An atheist is forced to consult an exorcist after his daughter shows signs of being possessed.,Ram Gopal Varma,"Sudeep, Amruta Khanvilkar, Ahsaas Channa, Ashwini Kalsekar"
1315,tt0259322,Gehrayee,1980,"Drama, Horror","When a successful manager decides to sell his plantation in his ancestral village to another company, his young daughter begins acting very strangely.","Vikas Desai, Aruna Raje","Shreeram Lagoo, Anant Nag, Indrani Mukherjee, Padmini Kolhapure"
1316,tt1773109,Yamla Pagla Deewana,2011,"Action, Comedy, Drama",A married Canadian travels to India to re-unite with his estranged father and brother but faces obstacles and challenges.,"Samir Karnik, Jeet Rataul","Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya, Bhupindder Bhoopii"
1317,tt0173156,Saajan Ka Ghar,1994,Drama,"The Dhanrajs are blessed with a daughter. However, during childbirth, Dhanraj's wife dies and he blames his daughter for his wife's fate. He refuses to see her face and remarries. His ...                See full summary »",Surendra Kumar Bohra,"Rishi Kapoor, Juhi Chawla, Deepak Tijori, Farheen"
1318,tt0490170,Love Story 2050,2008,"Action, Adventure, Drama","With the help of his uncle, a man travels to the future to try and bring his girlfriend back to life.",Harry Baweja,"Harman Baweja, Priyanka Chopra Jonas, Boman Irani, Archana Puran Singh"
1319,tt5954088,Commando 2,2017,"Action, Adventure, Thriller","Commando Karan uses his combat skills to eradicate black money, which has been siphoned to banks abroad.",Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta, Freddy Daruwala"
1320,tt5749012,Mehsampur,2018,Drama,A desperate filmmaker drives a neurotic actress and an aging musician to a village of trauma.,Kabir Singh Chowdhry,"Lal Chand, Navjot Randhawa, Devrath Joshi, Jagjeet Sandhu"
1321,tt1740710,Mere Brother Ki Dulhan,2011,"Comedy, Drama, Family",A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza"
1322,tt23849204,12th Fail,2023, ,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,Vidhu Vinod Chopra,"Perry Chhabra, Sam Mohan, Vikrant Massey, Priyanshu Chatterjee"
1323,tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,"Comedy, Drama, Musical","Follows a love triangle between Agastya, Suhaan and Piya.",Shirish Kunder,"Salman Khan, Akshay Kumar, Preity G Zinta, Anupam Kher"
1324,tt0485522,Umrao Jaan,2006,"Drama, Romance","J.P. Dutta's adaption of the Urdu novel ""Umrao Jan Ada"" by Mirza Haadi Ruswa (1905).",J.P. Dutta,"Aishwarya Rai Bachchan, Shabana Azmi, Suniel Shetty, Abhishek Bachchan"
1325,tt1618430,Dum Maaro Dum,2011,"Action, Crime, Drama",A corrupt police officer is entrusted the task of apprehending drug-dealers.,Rohan Sippy,"Abhishek Bachchan, Deepika Padukone, Bipasha Basu, Rana Daggubati"
1326,tt0061650,Farz,1967,"Action, Crime, Thriller","When Criminal Investigating Officer, Amarnath is murdered during the line of duty; Intelligence suspect it is the handiwork of foreign criminals who wants to destroy India with the help of ...                See full summary »",Ravikant Nagaich,"Jeetendra, Babita Kapoor, Aruna Irani, Kanchana"
1327,tt7147540,Sui Dhaaga: Made in India,2018,"Comedy, Drama",It's a heart-warming story of pride and self-reliance capturing the journey of Mauji and his wife Mamta who pursue their passion by overcoming all odds.,Sharat Katariya,"Anushka Sharma, Varun Dhawan, Siddharth Bhardwaj, Namit Das"
1328,tt9115574,Om - The Battle Within,2022,"Action, Thriller","After losing his memory while fighting enemies, Om has to battle terrorists and amnesia in order to restore his father's honour after his old man was arrested for betraying his country.",Kapil Verma,"Vicky Arora, Amit Ghosh, Armen Greyg, Abudhar Al Hassan"
1329,tt13892722,Iftikhar,2022,Drama,Based on the life of real life hero Major Mohit Sharma. He was awarded with the Sena Medal for his action in a counter insurgency operation. During the operation his code name was Iftikhar ...                See full summary »,Kapil Verma,"Vicky Arora, Amit Ghosh, Armen Greyg, Abudhar Al Hassan"
1330,tt0152509,Sohni Mahiwal,1984,"Action, Drama, Romance","After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her.","Kanwal Biala, Latif Faiziyev, Umesh Mehra","Sunny Deol, Poonam Dhillon, Pran Sikand, Tanuja Samarth"
1331,tt15831978,Cash,2021,"Comedy, Drama","Amidst the chaos of demonetization, down-on-luck Armaan finds a business opportunity in money laundering. Where will this shortcut take him?",Rishab Seth,"Amol Parashar, Smriti Kalra, Gulshan Grover, Kavin Dave"
1332,tt1060249,Drona,2008,"Action, Adventure, Fantasy","A young man learns he is the latest in line of a dynasty of ancestral warriors dedicated to guarding a mystic source of cosmic energy, and the time has come for him to take the role.",Goldie Behl,"Jayshree Arora, Veer Arya, Abhishek Bachchan, Jaya Bachchan"
1333,tt0363472,Bewafaa,2005,"Drama, Romance","Anjali sacrifices her love for Raja after her sister's death and marries her brother-in-law. Years later, she meets Raja and is torn between him and her loyalties.",Dharmesh Darshan,"Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen"
1334,tt0246456,Bazaar,1982,"Drama, Family","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",Sagar Sarhadi,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Supriya Pathak"
1335,tt8108208,Why Cheat India,2019,"Comedy, Crime, Drama","The movie focuses on existing malpractices in country's education system, the whole concept of buying your way through education, jobs and earnings. Even with an evolving education system, ...                See full summary »",Soumik Sen,"Emraan Hashmi, Shreya Dhanwanthary, Snighdadeep Chatterji, Shubham Somu Srivastava"
1336,tt0214665,Ek Phool Do Mali,1969,"Drama, Family, Musical","Somna lives a poor lifestyle with her widowed mom Leela, in the mountainous region of India and Nepal. She makes a living working on the apple farm of wealthy widower Kailash Nath Kaushal, ...                See full summary »",Devendra Goel,"Sanjay Khan, Balraj Sahni, Sadhana Shivdasani, Durga Khote"
1337,tt0456165,Salaam Namaste,2005,"Comedy, Drama, Romance",A quirky take on life and relationships that looks at a fairy tale with a bit of a squint and an endearing look at what being in love really means.,Siddharth Anand,"Saif Ali Khan, Preity G Zinta, Arshad Warsi, Jaaved Jaaferi"
1338,tt14490618,B.A. Pass 3,2021,"Drama, Romance",BA Pass 3 narrates the story of a jobless Anshul and how his life changes upside down when he meets a married woman and gets into a relationship with her.,Narendra Singh,"Sunny Sachdeva, Armaan Sandhu, Ankita Sahu, Ankita Chouhan"
1339,tt0272688,Kasoor,2001,"Drama, Mystery, Thriller","Shekhar appoints Simran, a lawyer with an impeccable record, to represent him as he was accused of murdering his wife and soon she starts falling in love with him. Little she knows that Shekhar has some darker intentions.",Vikram Bhatt,"Divya Dutta, Lisa Ray, Apurva Agnihotri, Aftab Shivdasani"
1340,tt1784589,Players,2012,"Action, Crime, Thriller","Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Bipasha Basu"
1341,tt0253514,Purana Mandir,1984,"Drama, Horror","After a rich young girl learns about a demon and it's terrible curse brought by her family for generations, she decides to go to her paternal village with her lover, and his friend, to find out the truth.","Shyam Ramsay, Tulsi Ramsay","Mohnish Behl, Arti Gupta, Puneet Issar, Sadashiv Amrapurkar"
1342,tt0189492,Dushman,1998,"Crime, Drama, Thriller",A woman goes on a hunt to find her twin sister's rapist and murderer.,Tanuja Chandra,"Kajol, Sanjay Dutt, Ashutosh Rana, Jas Arora"
1343,tt5502766,Phillauri,2017,"Comedy, Drama, Fantasy","A man must marry a tree to ward off threats to his love-life, but the tree turns out to have more spirit than the man bargained for.","Anshai Lal, Feroz Khan Bollybrothers","Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada"
1344,tt2804026,Aurangzeb,2013,"Action, Drama, Thriller","Kingship knows no Kinship and there can be only one Emperor in Aurangzeb's world. In Gurgaon, to bring down a criminal the law has to think like one.",Atul Sabharwal,"Arjun Kapoor, Zara Khan, Prithviraj Sukumaran, Rishi Kapoor"
1345,tt1191130,Right Yaaa Wrong,2010,"Action, Crime, Drama",A decorated and disabled Police Officer becomes suspect in a double homicide.,Neeraj Pathak,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma"
1346,tt0186871,Bhagwaan Dada,1986,"Drama, Thriller","Naive village-born Swaroop comes to Bombay city with a only Rs.80/-, which he loses to a thief. A man named Bhagwaan helps Swaroop recover this amount, and asks him to return back to his ...                See full summary »",J. Om Prakash,"Rajinikanth, Rakesh Roshan, Sridevi, Danny Denzongpa"
1347,tt19856850,Raktneeti,2023,Thriller,"Nakul, Rishi and Montu are 3 regular Delhi boys who set out on a journeyto sell their car to a buyer in J&K. An accident on the way involving local MLA Abhimanyu Thakur's only.",Saki Shah,"Rajeev Rana, Satish Bhat, Vishwash Chauhan, Upasna Haldar"
1348,tt2677064,Vishwaroopam 2,2018,"Action, Thriller",RAW agent Wisam Ahmad Kashmiri prevents an al-Qaida terrorist from executing a massive attack on New York. He must now wade through further traps and conspiracies to thwart a new plot against three democratic nations.,Kamal Haasan,"Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar"
1349,tt7884788,Love in a Taxi,2023,"Crime, Thriller","Two cab drivers, a female driver on an airport taxi and a male driver on a 'black and yellow' taxi for the poor confronts two strange passengers on their nutty shifts. The promiscuous male ...                See full summary »",Rupesh Paul,"Raknil Avro, Tanima Bhattacharya, Erixnil, Karan Maan"
1350,tt0403935,Action Jackson,2014,"Action, Crime, Thriller","In order to escape crime and clutches of a ruthless mafia, a Bangkok based hit man seeks the help of his lookalike, a Mumbai based goon.",Prabhu Deva,"Prabhas, Ajay Devgn, Yami Gautam, Shahid Kapoor"
1351,tt1578116,Atithi Tum Kab Jaoge?,2010,Comedy,A couple's married life is turned upside down when a distant relative overstays in their home.,Ashwani Dhir,"Ajay Devgn, Konkona Sen Sharma, Paresh Rawal, Satish Kaushik"
1352,tt0234542,Purab Aur Pachhim,1970,"Drama, Romance","Circa British rule in India, Harnam betrays a freedom fighter, and as a result is rewarded, but the freedom fighter is killed, leaving his wife, and family devastated and destitute. Years ...                See full summary »",Manoj Kumar,"Ashok Kumar, Saira Banu, Manoj Kumar, Pran Sikand"
1353,tt0079938,Sparsh,1980,"Drama, Romance","Anirudh Parmar is blind, but he does not let this impairment bind him down. He runs a school for the blind as a Principal. He meets with social worker, Kavita. Kavita is attracted to him, ...                See full summary »",Sai Paranjape,"Shabana Azmi, Naseeruddin Shah, Sudha Chopra, Mohan Gokhale"
1354,tt0250483,Kya Kehna,2000,"Drama, Romance",A young college girl faces hardships and challenges after she becomes a mother without marriage,Kundan Shah,"Preity G Zinta, Saif Ali Khan, Chandrachur Singh, Anupam Kher"
1355,tt0833510,Navra Mazha Navsacha,2004,Comedy,Journey of a husband and wife from Mumbai to Ganpatipule to fulfill a vow.,Sachin Pilgaonkar,"Sachin Pilgaonkar, Supriya Pilgaonkar, Ashok Saraf, Anand Abhyankar"
1356,tt7275232,Welcome to New York,2018,"Comedy, Drama","Welcome to New York is a comedy film, in which Hero (Diljit Dosanjh), a sloppy recovery agent, and Jeenal Patel (Sonakshi Sinha), a fashion designer, become part of a big Bollywood event in New York - and chaos ensues.","Chakri Toleti, Richard Harris, Jasmine Kaur","Sonakshi Sinha, Diljit Dosanjh, Karan Johar, Lara Dutta"
1357,tt0310865,Chann Pardesee,1981,Drama,"Nek gets married to the girl of his dreams, Kammo, and has a son. Later, he finds out that the child isn't his but Joginder's, who had raped Kammo.",Chitraarth,"Raj Babbar, Rama Vij, Kulbhushan Kharbanda, Amrish Puri"
1358,tt0079963,Suhaag,1979,"Action, Comedy, Drama","Two brothers gets separated at the time of their birth. But when they reunite as adults, challenges welcome them.",Manmohan Desai,"Shashi Kapoor, Amitabh Bachchan, Rekha, Parveen Babi"
1359,tt0139859,Annamalai,1992,"Action, Drama",A class-divided friendship goes through highs and lows through several decades.,Suresh Krishna,"Rajinikanth, Sarath Babu, Kushboo, Radha Ravi"
1360,tt0088031,Saaransh,1984,Drama,"An old couple lend a room on rent after recent death of the bread earner of the family, their only son. A budding actress starts living with them, who is in love with a local politician's only son. The movie shows what later ensues.",Mahesh Bhatt,"Anupam Kher, Rohini Hattangadi, Soni Razdan, Madan Jain"
1361,tt24973142,All India Rank,2023,Comedy,"Set in the late 1990s, ALL INDIA RANK is a slice-of-life dramedy about 17-year old Vivek who is sent away from home to a prep school to prepare for the highly competitive IIT (""the MIT of India"") entrance examination.",Varun Grover,"Shashi Bhushan, Sheeba Chaddha, Bodhisattva Sharma, Geeta Agrawal Sharma"
1362,tt0083081,Silsila,1981,"Drama, Family, Romance","SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",Yash Chopra,"Amitabh Bachchan, Rekha, Jaya Bachchan, Shashi Kapoor"
1363,tt4675030,Great Grand Masti,2016,"Comedy, Drama, Fantasy","Amar, Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of, but she slowly turns into their worst nightmare!",Indra Kumar,"Urvashi Rautela, Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani"
1364,tt0101244,100 Days,1991,"Horror, Romance, Thriller","A young, clairvoyant woman has a vision of a murder and sets out to uncover the truth before the killer finds her.",Partho Ghosh,"Jackie Shroff, Madhuri Dixit, Jaaved Jaaferi, Laxmikant Berde"
1365,tt3848456,Sheela I Love You,2001,Thriller,Add a Plot,Partho Ghosh,"Jackie Shroff, Madhuri Dixit, Jaaved Jaaferi, Laxmikant Berde"
1366,tt16227342,Mr. & Mrs. Mahi,2024,Drama,Life story of cricketer and former team India captain Mahendra Singh Dhoni.,Sharan Sharma,"Rajkummar Rao, Janhvi Kapoor, Abhishek Banerjee, Kumud Mishra"
1367,tt1471247,Road to Sangam,2009,"Drama, Thriller","Amidst bomb explosions, fake arrests, police brutality, and protests, a determined mechanic attempts to repair an antique truck to transport the last remains of Mahatma Gandhi in modern-day India.",Amit Rai,"Paresh Rawal, Om Puri, Pawan Malhotra, Jawed Sheikh"
1368,tt0061046,Suraj,1966,"Romance, Musical, Action","Maharaja Vikram decides to marry his daughter Anuradha to his commander's son, Pratap. However, years later, Anuradha is abducted by bandit Suraj while on her way to Pratap's coronation.",T. Prakash Rao,"Vyjayanthimala, Rajendra Kumar Tuli, Ajit Khan, Gajanan Jagirdar"
1369,tt0808306,Honeymoon Travels Pvt. Ltd.,2007,"Comedy, Drama, Romance","Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",Reema Kagti,"Abhay Deol, Minissha Lamba, Boman Irani, Shabana Azmi"
1370,tt0289725,Jung,2000,"Action, Crime, Drama",A police officer is in a frantic search for a compatible bone-marrow donor for his gravely-ill son. The only match is a convicted vicious killer who is now on the run. All he has to do is catch him.,Sanjay Gupta,"Sanjay Dutt, Jackie Shroff, Aditya Pancholi, Raveena Tandon"
1371,tt1334470,Raavan,2010,"Action, Adventure, Drama","A bandit leader kidnaps the wife of the policeman who killed his sister, but later falls in love with her.",Mani Ratnam,"Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, Vikram"
1372,tt3709344,City Lights,2014,"Drama, Thriller","Deepak Singh is a farmer in Rajasthan. After a tragedy, he migrates to Mumbai with his wife and child to lead a better life. However, upon arriving, he soon discovers the challenges of life in a big city.",Hansal Mehta,"Rajkummar Rao, Patralekhaa Paul, Manav Kaul, Khushboo Upadhyay"
1373,tt0079386,Kaala Patthar,1979,"Action, Drama, History",Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.,Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Shatrughan Sinha, Rakhee Gulzar"
1374,tt9052936,Blank,2019,"Action, Thriller",A suicide bomber loses his memory and has a bomb attached to his heart. It is up to the police officers to prevent this bomb from taking innocent lives.,Behzad Khambata,"Sunny Deol, Karan Kapadia, Karanvir Sharma, Ishita Dutta"
1375,tt8852558,Mitron,2018,Comedy,"In order to bring stability in Jai's life, his father decides to get him married. However, fate has other plans.",Nitin Kakkar,"Jackky Bhagnani, Kritika Kamra, Prateik Patil Babbar, Perlene Bhersaina"
1376,tt0260155,Mahakaal,1994,"Comedy, Horror","A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father. The rest of the movie is how Anita tackles the demon with the help of her boyfriend.","Shyam Ramsay, Tulsi Ramsay","Karan Shah, Archana Puran Singh, Johny Lever, Mayur Verma"
1377,tt1027807,Daku Ramkali,2000,"Adventure, Drama, Musical",Sher Singh and Arjun Singh are identical twin brothers. Arjun is an honest police officer but Sher Singh becomes a dacoit under the influence of Bajrang and his gang. Sher Singh's daughter ...                See full summary »,Kanti Shah,"Sapna Sappu, Jay Thakur, Rajesh Vivek, Joginder Shelly"
1378,tt6471054,Ajji,2017,"Crime, Drama",Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local ...                See full summary »,Devashish Makhija,"Sushama Deshpande, Smita Tambe, Sharvani Suryavanshi, Abhishek Banerjee"
1379,tt5202770,Mudrank: The Stamp,2009,Mystery,Add a Plot,Shakir Shah,"Kaluram Dhobale, Milind Gunaji, Ali Khan, Shahbaaz Khan"
1380,tt0284811,Aarzoo,1999,"Action, Drama, Romance","After her fiance, Vijay, is killed in a crash, a pregnant Pooja agrees to marry Amar, her childhood friend who has always loved her. But her life takes yet another turn when Vijay returns to her life.",Lawrence D'Souza,"Madhuri Dixit, Akshay Kumar, Saif Ali Khan, Paresh Rawal"
1381,tt0476527,Bluffmaster!,2005,"Comedy, Crime, Drama","A conman Roy, gets dumped by his girl-friend. Then he finds out he has a fatal disease. On the verge of death, he resolves to do some good, by helping his apprentice Dittu hoodwink the mobster who hurt his (Dittu's) family.",Rohan Sippy,"Abhishek Bachchan, Priyanka Chopra Jonas, Riteish Deshmukh, Nana Patekar"
1382,tt0114031,Oh Darling Yeh Hai India,1995,Comedy,Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,Ketan Mehta,"Shah Rukh Khan, Deepa Sahi, Jaaved Jaaferi, Anupam Kher"
1383,tt1744641,Ramayana: The Epic,2010,"Animation, Action, Adventure","Lord Rama, son of King Dashrath is sent for exile for 14 years. His wife Sita and brother Laxman accompanies him. But she is deceitfully kidnapped by Ravana, The King of Lanka. Thus a might...                See full summary »",Chetan Desai,"Manoj Bajpayee, Juhi Chawla, Ashutosh Rana, Mukesh Rishi"
1384,tt0346457,Mangal Pandey: The Rising,2005,"Biography, Drama, History",This is a film about the leader of the 1857 mutiny and his fight against the British rule.,Ketan Mehta,"Aamir Khan, Rani Mukerji, Toby Stephens, Coral Beed"
1385,tt9070934,The Journey of Karma,2018,Drama,"Its a story of a slum girl who is brilliant in studies and tries to chase her dreams to work in America. She travels through her journey full of twist n turns, surprises, lust with a mysterious old man.",Jagbir Dahiya,"Raknil Avro, Shakti Kapoor, Poonam Pandey, Gauri Shankar"
1386,tt5639388,Raaz Reboot,2016,"Horror, Mystery, Romance","The fourth installment of a horror series that explores secrets, mysteries and human frailties.",Vikram Bhatt,"Emraan Hashmi, Kriti Kharbanda, Suzanna Mukherjee, Gaurav Arora"
1387,tt4088588,Dhanak,2015,"Comedy, Drama","Believing actor and goodwill ambassador Shah Rukh Khan can help her brother get an operation to restore his sight, a 10-year old girl takes her blind 8-year old brother on a trek across Rajasthan in search of the superstar.",Nagesh Kukunoor,"Hetal Gada, Krrish Chhabria, Vipin Sharma, Gulfam Khan"
1388,tt1807978,Bhoot and Friends,2010,"Animation, Action, Adventure","Four holidaying children go missing, then encounter a ghost and hoodlums in a dense forest.",Karanjeet Saluja,"Jackie Shroff, Markand Soni, Akash Nair, Ishita Panchal"
1389,tt0246905,Saajan Chale Sasural,1996,"Comedy, Drama",A village-based singer attempts to find love and fame in the big city.,David Dhawan,"Govinda, Karisma Kapoor, Tabu, Shakti Kapoor"
1390,tt0352830,Sssshhh...,2003,"Horror, Mystery",A serial killer is around which is responsible for taking many lives including that of Malini and her boyfriend. The police are unable to comprehend especially when this killer leaves no evidence at every crime scene.,Pavan Kaul,"Tanishaa Mukerji, Dino Morea, Karann Nathh, Gaurav Kapoor"
1391,tt14852412,Haathi Mere Saathi,2021,"Action, Drama","Watch the bond between humans and elephants with Bandevs story as he fights for the protection of his ele-friends. Witness the rage on 'Haathi Mere Saathi', full movie streaming in Hindi on Eros Now.",Prabu Solomon,"Bhuvan Arora, Sheeba Chaddha, Rana Daggubati, Rajesh Dubeay"
1392,tt3848888,The Shaukeens,2014,Comedy,Three friends in their 60s try to do everything that they couldn't do in their younger days - before death arrives.,Abhishek Sharma,"Akshay Kumar, Lisa Haydon, Anupam Kher, Rajni Basumatary"
1393,tt0065936,Kati Patang,1970,"Drama, Family, Musical",A runaway bride promises her dying widowed friend that she will assume her identity and look after her infant child.,Shakti Samanta,"Rajesh Khanna, Asha Parekh, Prem Chopra, Bindu Desai"
1394,tt19838634,Ulajh,,Thriller,"The journey of a young IFS officer, belonging to a prominent family of patriots, who gets embroiled in a dangerous personal conspiracy while far from her home turf, at a career-defining post.",Sudhanshu Saria,"Janhvi Kapoor, Gulshan Devaiah, Rajesh Tailang, Roshan Mathew"
1395,tt1805263,I Am Kalam,2010,"Comedy, Drama, Family",An impoverished boy forms an unlikely and unstable friendship with the lonely son of a nobleman.,Nila Madhab Panda,"Gulshan Grover, Harsh Mayar, Pitobash, Hussan Saad"
1396,tt0225961,Hum Dono,1961,"Drama, Musical, Romance","When an army officer is presumed dead in battle, his lookalike is tasked with breaking the news to his family. However, circumstances force him to impersonate the dead man.",Amarjeet,"Dev Anand, Nanda Karnataki, Sadhana Shivdasani, Lalita Pawar"
1397,tt1216300,Jannat: In Search of Heaven...,2008,"Crime, Drama, Romance","Arjun is a reckless young man with an obsession for making money at card games. A chance meeting with a girl in a mall, Zoya, gives him the reasons he was looking for the move out of his ...                See full summary »",Kunal Deshmukh,"Emraan Hashmi, Sonal Chauhan, Swatantra Bharat, Armen Greyg"
1398,tt0116690,Jeet,1996,"Action, Romance","A hitman working for a crime boss falls for a woman but she is married off to her childhood friend. Later, when the woman's and her husband's life comes under threat from the crime boss, the hitman becomes their protector.",Raj Kanwar,"Sunny Deol, Karisma Kapoor, Salman Khan, Tabu"
1399,tt0089552,Mard,1985,"Action, Comedy, Drama","King Azad gets locked in a dungeon by the British general Dyer who wants to take over his kingdom. Years later, Azad's son decides to put an end to Dyer's tyranny and comes to his father's rescue.",Manmohan Desai,"Amitabh Bachchan, Amrita Singh, Nirupa Roy, Dara Singh Randhawa"
1400,tt5474042,Half Girlfriend,2017,"Drama, Romance","Madhav meets a girl named Riya and falls in love. After stuggling to convince her to be his girlfriend, she half heartedly agrees to be his ""Half Girlfriend""",Mohit Suri,"Shraddha Kapoor, Vikrant Massey, Arjun Kapoor, Shriidhar Dubey"
1401,tt8426854,Jalebi,2018,"Drama, Romance",A woman boards an overnight train and gets placed in a compartment with her former lover and his wife.,"Pushpdeep Bhardwaj, Lal Mohan","Rhea Chakraborty, Varun Mitra, Digangana Suryavanshi, Poorti Arya"
1402,tt7190460,Thupparivaalan,2017,"Action, Crime, Thriller",A detective is hungry for a challenging case to investigate and the mystery of a murdered dog leads to a rival who could be the match for him.,Mysskin,"Vishal, Simran, Prasanna, Vinay Rai"
