web-scraper-order,web-scraper-start-url,Movie_Name,Year,Duration,Rating,Overview,link,link-href
"1728642008-578","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","578. Game Over","2024","1h 14m","3.1","It is the notorious 90's when crime was at it's all time high. Raja Vasooli, a dreaded gangster is embroiled in a cat and mouse chase with an encounter specialist cop, Deshmukh. Who will survive this deadly game?","578. Game Over","https://www.imdb.com/title/tt31260003/?ref_=sr_t_578"
"1728642008-579","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","579. Kaljiga","2024","","9.4","In a small coastal town, where the lives of the residents revolve around the sea, the livelihood of a poor man's family is entirely dependent on fishing. However, their peaceful existence is shattered when a dark shadow of evil, driven by greed and malice, threatens the life of his family.Who shall rise to vanquish the forces of inequity and safeguard the unwavering flame of faith?","579. Kaljiga","https://www.imdb.com/title/tt33265233/?ref_=sr_t_579"
"1728642008-580","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","580. Yevam","2024","2h 3m","8.1","In the small town of Vikarabad, a female police officer Soumya, who is determined to prove herself, is paired with a sincere PoliceOfficer Abhiram, to unravel the sinister motives of Yugandhar who has a wishlist of young fan girls of stars","580. Yevam","https://www.imdb.com/title/tt32284140/?ref_=sr_t_580"
"1728642008-581","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","581. S.I.T","2024","1h 50m","8.0","ACP Partha Saradhi leads a team investigating a murder case involving Navya, an NGO for rape victims, revealing connections between her work and her murder.","581. S.I.T","https://www.imdb.com/title/tt32339528/?ref_=sr_t_581"
"1728642008-582","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","582. Shanmukha","2024","","","In the heart of an ancient village in southern India, a place shrouded in mystery and legend. The temple is believed to hold secrets that date back centuries, connected to a powerful deity and a hidden treasure that could change the course of humanity. Suriya (Aadi Sai Kumar), an adventurous and fearless Police officer, embarks on a quest to uncover the secrets of the Shanmukha temple. Accompanied by his courageous Research Student Sara (Avika Gor), they delve into the depths of the Forest's hidden secret Place, guided by ancient scriptures and local folklore.","582. Shanmukha","https://www.imdb.com/title/tt32813915/?ref_=sr_t_582"
"1728642008-583","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","583. Vivekanandan Viralaanu","2024","2h 1m","4.7","A seemingly normal person's dual life is upended when he becomes infamous overnight. He struggles to reconcile his new public persona with his true self.","583. Vivekanandan Viralaanu","https://www.imdb.com/title/tt28090020/?ref_=sr_t_583"
"1728642008-584","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","584. KTM","2024","2h 29m","7.4","Karthik seeks love through several attempts. Will he find his destined partner or face continued failure?","584. KTM","https://www.imdb.com/title/tt14045080/?ref_=sr_t_584"
"1728642008-585","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","585. Saale Aashiq","2024","","","The story is about standing up to the hate politics, age-old traditions and an eventual death threats as a couple faces opposition from their respective families.","585. Saale Aashiq","https://www.imdb.com/title/tt15464150/?ref_=sr_t_585"
"1728642008-586","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","586. Brahmavaram PS Paridilo","2024","1h 44m","8.2","A headless body found near the police station in Brahmmavaram. It follows the mystery of whose body it is, who the killer is, and why the body was left there. What mistake it is and how sometimes mistakes bring Justice ???","586. Brahmavaram PS Paridilo","https://www.imdb.com/title/tt27510137/?ref_=sr_t_586"
"1728642008-587","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","587. DNA","2024","2h 36m","5.0","A prolific murderer begins taking lives. To discover out, a female investigator and her crew start an inquiry. At last, the murderer-who nobody was suspecting-is apprehended. His reasons for killing were personal revenge.","587. DNA","https://www.imdb.com/title/tt27470699/?ref_=sr_t_587"
"1728642008-588","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","588. Interrogation","2024","2h 2m","","Retired judge found dead, police interrogate 4 associates who met him that fateful day. Unimaginable twists unfold in this gripping tale.","588. Interrogation","https://www.imdb.com/title/tt33245951/?ref_=sr_t_588"
"1728642008-589","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","589. Surjo","2024","2h 35m","8.7","Surjo is an honest police officer who stands up against wrongs. Suddenly a series of Young girls are kidnapped in his locality.","589. Surjo","https://www.imdb.com/title/tt33044838/?ref_=sr_t_589"
"1728642008-590","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","590. Andhakaara","2024","","9.8","","590. Andhakaara","https://www.imdb.com/title/tt31108849/?ref_=sr_t_590"
"1728642008-591","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","591. Pagalariyaan","2024","1h 51m","4.9","Wolf elopes with the daughter of a gangster named Silent though she doesn't realise that she has been kidnapped with a hidden agenda. What will happen to the girl ?","591. Pagalariyaan","https://www.imdb.com/title/tt32244327/?ref_=sr_t_591"
"1728642008-592","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","592. Ram Bharosey","2024","","9.3","In a remote village in Gujarat, Keshav and Kesar's secret love story blossoms with handwritten letters and secret meetings, orchestrated by the help of Keshav's friend Parag. During one such meeting, Keshav and Kesar indulge in an intimate encounter. What will happen when Kesar misses her period?","592. Ram Bharosey","https://www.imdb.com/title/tt32644973/?ref_=sr_t_592"
"1728642008-593","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","593. Palayam PC","2024","1h 58m","9.2","A middle-aged police officer in India is content with his quiet night shifts until being tasked to protect a threatened female activist, forcing him into action.","593. Palayam PC","https://www.imdb.com/title/tt30454120/?ref_=sr_t_593"
"1728642008-594","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","594. Sevappi","2024","1h 53m","5.2","A 5-year-old boy living in a remote Tamil Nadu village bonds with a chicken he pretends to have birthed. The village views this as a family dispute that escalates into a caste issue dividing the town.","594. Sevappi","https://www.imdb.com/title/tt30828158/?ref_=sr_t_594"
"1728642008-595","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","595. Untitled Bobby Deol/Anurag Kashyap Project","2024","","","","595. Untitled Bobby Deol/Anurag Kashyap Project","https://www.imdb.com/title/tt32432515/?ref_=sr_t_595"
"1728642008-596","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","596. Rudra","2024","","","","596. Rudra","https://www.imdb.com/title/tt32176139/?ref_=sr_t_596"
"1728642008-597","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","597. Ittaa Kittaa","2024","2h 3m","7.6","The Jariwala family is devastated when Kavya is diagnosed infertile. Craving a child, she and husband Nirav adopt two girls, 7 and 13, accidentally.","597. Ittaa Kittaa","https://www.imdb.com/title/tt29615171/?ref_=sr_t_597"
"1728642008-598","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","598. Katlaa Curry","2024","1h 50m","9.8","Set in the sleepy fishing village along the banks of the river Narmada, a local fisherman (Raaymal), pulls a young man (Ratan) adrift in his fishing net, setting off a journey of profound connection and self-discovery.","598. Katlaa Curry","https://www.imdb.com/title/tt32328588/?ref_=sr_t_598"
"1728642008-599","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","599. Idi Minnal Kadhal","2024","2h 11m","6.6","The story is spun with guilt and repentance of the characters and unknowingly they undo the wrong that they all had done against each other in the aftermath of an accident. They all realize that rarer action is in virtue than vengeance.","599. Idi Minnal Kadhal","https://www.imdb.com/title/tt31646764/?ref_=sr_t_599"
"1728642008-600","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","600. Ondu Sarala Prema Kathe","2024","2h 29m","7.5","Athishay dreams of becoming a music director. Anu is kind-hearted. Athishay wants a woman matching his musical heartbeat. Anu seeks a genuine, selfless man. In a twist, they marry but continue seeking true love.","600. Ondu Sarala Prema Kathe","https://www.imdb.com/title/tt26914670/?ref_=sr_t_600"
"1728642008-601","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","601. Nindha","2024","2h 2m","8.7","Follows six murder case suspects who get kidnapped and an officer's quest to find the truth.","601. Nindha","https://www.imdb.com/title/tt32178794/?ref_=sr_t_601"
"1728642008-602","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","602. Me and You","2024","","","In the heart of the bustling corporate world, amidst the hum of printers and the click-clack of keyboards, resides Tom, a soul silently yearning for the vibrant strokes of his paintbrush amidst the monotony of his daily grind. Trapped in a job that suffocates his creative spirit, Tom finds solace in clandestine moments stolen with his canvas, where his imagination runs wild and his soul finds refuge.

Yet, his sanctuary is shattered when a devastating breakup leaves him emotionally crippled, his heart a fractured canvas, splattered with the hues of despair. It is in this desolate landscape that Kavya, a ray of sunshine in the otherwise gray cubicle jungle, enters his life. Her effervescent spirit and boundless compassion breathe life into the dreary office corridors, her laughter a melody that dances through the air, dispelling the shadows that haunt Tom's heart.

As they toil side by side in the fluorescent-lit confines of their workplace, Kavya glimpses the hidden depths of Tom's soul, buried beneath the layers of corporate conformity. She sees beyond the facade of indifference, recognizing the raw talent that lies dormant within him, waiting to be unleashed upon the canvas. With unwavering faith and unwarranted optimism, she becomes his muse, urging him to reclaim his passion for painting and reignite the fire that once burned brightly within him.

Their bond blossoms amidst the chaos of deadlines and office politics, their friendship a beacon of hope in the sea of corporate cynicism. Together, they navigate the treacherous waters of love and ambition, finding solace in each other's company as they confront the demons that haunt their pasts and the uncertainties that loom on the horizon.

But just as Tom begins to find solace in the vibrant hues of his newfound passion and the warmth of Kavya's affection, a moral quandary threatens to unravel the fragile threads of their budding romance. Caught between the dictates of his conscience and the stirrings of his heart, Tom finds himself torn between duty and desire, his inner turmoil casting a shadow over their burgeoning relationship.

As the lines between right and wrong blur and the boundaries of their love are tested, Tom and Kavya must confront their deepest fears and insecurities, grappling with the complexities of loyalty, trust, and self-discovery. In the crucible of their shared experiences, they unearth hidden truths about themselves and each other, forging a bond that transcends the confines of their corporate existence.

""ME AND YOU"" is a poignant tale of healing and redemption, a testament to the transformative power of love and the resilience of the human spirit. Through the lens of Tom and Kavya's journey, we are reminded that true beauty lies not in the perfection of a flawless masterpiece, but in the imperfect strokes of a heart laid bare, painted with the colors of vulnerability, passion, and unfettered devotion.","602. Me and You","https://www.imdb.com/title/tt31794970/?ref_=sr_t_602"
"1728642008-603","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","603. Bhootpori","2024","1h 50m","5.7","A little boy encounters the ghost of a deceased woman pleading for his assistance in uncovering the truth about her death.","603. Bhootpori","https://www.imdb.com/title/tt12526976/?ref_=sr_t_603"
"1728642008-604","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","604. Jathara","2024","","","In the mystical landscapes, the goddess Gangamma blessed villages. The Jathara weaves folklore, betrayal, revenge, and divine intervention, darkening in the 19th century as it explores mortal actions and celestial forces shaping destinies.","604. Jathara","https://www.imdb.com/title/tt30647536/?ref_=sr_t_604"
"1728642008-605","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","605. Beline","2024","1h 28m","8.8","An old, single man leads a retired and lonely life but enjoys it as much as possible. Everything changes when he receives a wrong number phone call, creating a window into the lives of a girl and her live-in partner.","605. Beline","https://www.imdb.com/title/tt15512754/?ref_=sr_t_605"
"1728642008-606","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","606. Finder","2024","1h 51m","6.1","An organisation that finds people who have been in prison for crimes they have not committed, in the United States. The organisation takes efforts to prove them innocent and get their due compensation from the government.","606. Finder","https://www.imdb.com/title/tt28283339/?ref_=sr_t_606"
"1728642008-607","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","607. Chilli Chicken","2024","2h 3m","7.4","Five migrant workers from the North East, employed by a restaurant owner aspiring for a fine dining establishment, face a tragic turn when one of them meets an untimely demise under mysterious circumstances within the restaurant premises.","607. Chilli Chicken","https://www.imdb.com/title/tt28054637/?ref_=sr_t_607"
"1728642008-608","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","608. Gally Gang Stars","2024","2h 37m","9.0","Gandhi an orphan leads his life doing all wrong things accompanied by his childhood friend Quarter. Gold Reddy a well known rowdy of that village causes more trouble to both Gandhi. Gandhi avenge Gold Reddy.","608. Gally Gang Stars","https://www.imdb.com/title/tt27426266/?ref_=sr_t_608"
"1728642008-609","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","609. Langoti Man","2024","","9.4","Teertha Kumar belongs to an orthodox purohit family with a strict grandfather. While rituals are mandatory that men must also wear langoti,.","609. Langoti Man","https://www.imdb.com/title/tt33269409/?ref_=sr_t_609"
"1728642008-610","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","610. Premalo","2024","2h 8m","7.4","Ravi and Prasanti , Both of them are in deep love. Due to some unexpected events, the video clip of Ravi raping Prasanti reaches Prasanti's Father. Why did Ravi have to do this? Does Ravi really love prasanti?","610. Premalo","https://www.imdb.com/title/tt30454549/?ref_=sr_t_610"
"1728642008-611","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","611. Alibaba Aani Chalishitale Chor","2024","2h 5m","5.7","When a group of friends gathers at regular weekend party. But, lights go out briefly on one such occasion, and the group hears a sound of a kiss followed by someone getting slapped.","611. Alibaba Aani Chalishitale Chor","https://www.imdb.com/title/tt31590684/?ref_=sr_t_611"
"1728642008-612","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","612. Sorry Karma Returns","2024","2h 10m","9.5","A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?","612. Sorry Karma Returns","https://www.imdb.com/title/tt18298296/?ref_=sr_t_612"
"1728642008-613","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","613. Kargil 1999- The Untold Story of the Indian Air Force","2024","","9.1","The IAF veterans reveal for the first time, classified information on their operation for reclaiming high-altitude posts intruded by the Pakistan army.","613. Kargil 1999- The Untold Story of the Indian Air Force","https://www.imdb.com/title/tt33098078/?ref_=sr_t_613"
"1728642008-614","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","614. RadhaaMadhavam","2024","1h 57m","7.8","Madhava's love life troubles him for his life goals accomplishment ., How will he achieve his goal along with his partner ?","614. RadhaaMadhavam","https://www.imdb.com/title/tt30007578/?ref_=sr_t_614"
"1728642008-615","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","615. Vekhi Ja Chhedi Na","2024","2h 11m","6.0","Armaan was married to Nikki ,he could see her only but couldn't get close to her.The reason is his elder brother Karma .Now in Nikki InLaw's Nikki is wife of Karma and in front of her parent's she is wife of Armaan. Will they be caught?","615. Vekhi Ja Chhedi Na","https://www.imdb.com/title/tt30027921/?ref_=sr_t_615"
"1728642008-616","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","616. Ajab Gajab Dhamal","2024","2h 21m","4.9","Two prisoners, Jarnail Singh and Tarsem Lal, escape from prison on the day of Baisakhi. However, their troubles increase when they learn that they were to be pardoned by the jail minister.","616. Ajab Gajab Dhamal","https://www.imdb.com/title/tt31110331/?ref_=sr_t_616"
"1728642008-617","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","617. Chhava","2024","51m","9.6","Set in the storied Apshinge Military Village in Maharashtra, 'Chhava' offers an intimate glimpse into the lives of families bound by centuries of military service, from the reign of Chhatrapati Shivaji Maharaj to today.","617. Chhava","https://www.imdb.com/title/tt32117939/?ref_=sr_t_617"
"1728642008-618","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","618. Haraa","2024","2h 16m","6.9","Haraa is a Tamil movie starring Kokila Mohan, Yogi Babu and D Singampuli in prominent roles. It is directed by Vijay Sri G..","618. Haraa","https://www.imdb.com/title/tt20452494/?ref_=sr_t_618"
"1728642008-619","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","619. Inti Number 13","2024","2h 7m","8.2","An old man and a writer discover supernatural things happening in a villa. Can they find a solution to get rid of the situation?","619. Inti Number 13","https://www.imdb.com/title/tt22489044/?ref_=sr_t_619"
"1728642008-620","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","620. Rangada","2024","","","","620. Rangada","https://www.imdb.com/title/tt32628176/?ref_=sr_t_620"
"1728642008-621","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","621. Chor Dil","2024","","","","621. Chor Dil","https://www.imdb.com/title/tt16151828/?ref_=sr_t_621"
"1728642008-622","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","622. For Regn","2024","2h 20m","3.8","A couple opts for a low-key cohabitation, keeping it under wraps from their families. What happens when the traditional parents come to know? Enjoy this comedy about love, family and everyday life.","622. For Regn","https://www.imdb.com/title/tt15333630/?ref_=sr_t_622"
"1728642008-623","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","623. Devil Hunters","2024","2h","9.1","This is the story of a young girl who could terrify even the most adept Mahatantrik.","623. Devil Hunters","https://www.imdb.com/title/tt30979628/?ref_=sr_t_623"
"1728642008-624","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","624. Pad Gaye Pange","2024","1h 58m","8.0","Shastri Ji, a retired math teacher, shares his home with his son Nilesh and daughter-in-law Madhu. Madhu desires a new apartment, away from Shastri Ji's quirks. Ayush leads a monotonous life, brightened by his girlfriend Parul.","624. Pad Gaye Pange","https://www.imdb.com/title/tt33089434/?ref_=sr_t_624"
"1728642008-625","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","625. Aayushmati Geeta Matric Pass","2024","2h 17m","","The film is based on true events of scams that takes place in our country resulting to corrupted educational boards and how it effects the lives of students.

The film shows a journey of a teenage girl raised in rural India by a progressive father who is extremely keen on educating her daughter to metric and beyond. The film begins with a rural Indian village situated 200kms away from Banaras where the people are yet to bring social acceptance for women education. But one man takes the initiative to not only send her daughter to school but he made sure education was an integral part of his daughter's life and he cultivated ambitions in her without bothering about the occasional social bashing that was happening every now and then. This effected our girl and she grew up to be confident and strong headed who would not fear to speak her voice out loud. Education brings out a certain dignity to a women's personality and we sketch that difference out loud in Geeta and other girls of her age in the same periphery. The story progresses as Geeta gets a generous marriage offer which seems quite appropriate for her but her father calls it off as Geeta shockingly fails her metric exams. He declares he wouldn't marry her daughter until she passes her 10th metric. And from here we set on a journey of struggle of woman against society, journey of a romance where our male protagonist 'Kundan' rises to the epitome of an ideal man that our society needs, journey of comedy of errors and how we overcome our setbacks in life with a big smile, strong determination and a tint of faith. The story progresses as we see a beautiful bond between Kundan and Geeta and the lengths taken by a boy to help his would be wife achieve her dreams. He not only takes a stand for her from the society but also from his mother. He himself being 8th pass, never considers the idea that his wife being more educated than her can be a matter of male ego. He depicts the man our society desperately needs today where man and woman aren't competitors rather should be working as allies for a better future. The parallel world portrayed is that of Indian education system and how it functions. The accessibility of better education and loopholes around it. The climax of the film is drawn from a real major scam where the top 10 students who excelled are called for re- examination. Will Geeta be able to overcome the family drama and fight the system?","625. Aayushmati Geeta Matric Pass","https://www.imdb.com/title/tt27252585/?ref_=sr_t_625"
"1728642008-626","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","626. Badki Bahu Chotki Bahu","2024","2h 30m","8.3","","626. Badki Bahu Chotki Bahu","https://www.imdb.com/title/tt32513921/?ref_=sr_t_626"
"1728642008-627","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","627. Operation Raavan","2024","2h 27m","9.5","A serial killer targets brides, while a magnate's son infiltrates a news channel, leading to a tense showdown between hunter and hunted.","627. Operation Raavan","https://www.imdb.com/title/tt28629230/?ref_=sr_t_627"
"1728642008-628","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","628. Kasoombo","2024","2h 36m","8.2","Set against the backdrop of Allauddin Khilji's menacing intent to pillage the sacred temples and cultural heritage of Shetrunjay, Dadu Barot stands resolute, leading a meager band against overwhelming opposition","628. Kasoombo","https://www.imdb.com/title/tt30322899/?ref_=sr_t_628"
"1728642008-629","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","629. Kaliyugam Pattanamlo","2024","2h 30m","7.2","Revolves around twins Vijay and Sagar, where Sagar's troubling behavior results in institutionalization, while Vijay studies engineering, showcasing their divergent life paths over the years.","629. Kaliyugam Pattanamlo","https://www.imdb.com/title/tt31464940/?ref_=sr_t_629"
"1728642008-630","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","630. Kuhudi","2024","2h 33m","9.2","Sagar Mishra faces grave accusations of a horrific act against his daughter. Undeterred, advocate Anshuman Patnaik embarks on an unwavering crusade for justice, risking everything to uncover the truth.","630. Kuhudi","https://www.imdb.com/title/tt32407872/?ref_=sr_t_630"
"1728642008-631","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","631. Dheera","2024","2h 3m","8.3","Things get messy when Ranadheer gets hired to transport the most wanted cargo by road.","631. Dheera","https://www.imdb.com/title/tt21248674/?ref_=sr_t_631"
"1728642008-632","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","632. Marching in the Dark","2024","1h 51m","6.0","Intent on providing a better life for herself and her children after her farmer-husband's suicide, Sanjivani struggles against her culture's traditional abandonment of widows, until she joins a discussion group with other farmer-suicide widows. Empowered by community, shared stories of resilience, and unexpected solidarity, Sanjivani forges a path forward.","632. Marching in the Dark","https://www.imdb.com/title/tt31549290/?ref_=sr_t_632"
"1728642008-633","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","633. Love Mocktail 2","2024","2h 20m","8.9","A sequel to Love Mocktail. Revolves around Aadi after the demise of his wife Nidhi. How does he move on from such a loss?","633. Love Mocktail 2","https://www.imdb.com/title/tt32106143/?ref_=sr_t_633"
"1728642008-634","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","634. 8 Don 75","2024","","8.6","In a small village in Maharashtra, this is the story of Ramchandra alias Anna Moghe , the son of Kirwant , Amol. Amol, the son of Anna's first wife. Amol's mother passed away when he was eight or ten years old. In the form of Vatsala in the house, a new home came to the house. As Amol got older, he became obsessed with Vatsala and stopped talking to Vatsala . He started talking less to her as much as he could. This family had a tradition. In fact, this was the problem of this family. Ramchandra Moghe , that is, Anna had to become Kirwant because of the promise he made to his mother. Kirwant Anna Moghe was the third generation in this family. Amol's situation was similar. He decided to become a doctor because of his promise to his mother. Mukund alias Nanu Kulkarni was the fourth angle in the triangular family of Amol, Anna and Vatsala . Around the villages, there was a single shop selling material for last rituals, which was owned by Nanu .Since the last three generations they have been in the business of supplementing each other. Anna was waiting for the results of Amol's 12 th and NEET exams. One day a photoshoot was going on in the village and it was there that Amol saw the Kavita for the first time. From that day onwards, Kavita was all over Amol's mind and within a week, the results of Class XII in the state followed by the results of NEET examinations. Anna talked to Nanu Kulkarni and admitted Amol to a newly started ayurvedic medical college.

Kavita, eldest daughter of MLA Bhaurao Tare. Although Kavita is on the college campus, Bhaurao had set up the college along with Nirmalatai Indurkar on the condition that she should become a doctor. Amol, Kavita is the first batch of this college. With the exception of one and two like Kavita in Resident College, everyone was staying in a hostel on the college campus. College, education started. Nikhil Devrukhkar was elected unopposed as this year's University Student Representative. Along with education, different world of college, hostel, fun and the love triangle of Kavita Amol Sandhya also started. Everything was going well. Love and education go hand in hand, happily rejoicing with each other and in fact one day..... Nikhil went on strike in college. College, lectures all closed. The reason was that there was no cadaver in the college. A cadaver was one important thing which every medical student needed for education. Amol was upset and was in tension with these happenings and strike. He spends most of his time thinking about how he will fulfil his promise to his mother. The aggression of the children's movement begins to grow.

One day Nirmalatai comes to the college and announces that the college will provide free education to the boy who will arrange the cadaver for the college and a competition for arranging the cadaver among the children begins. Amol thinks that he can easily arrange a cadaver, in simple words, a dead body. Since Amol's father is Kirwant , this seemingly easy task becomes more difficult because he is Kirwant. How does every boy in College arrange cadaver i.e. dead body? What does everyone do for that? After all, who can arranges a cadaver? Whose education was declared free? This film is definitely a roller coaster ride of emotions, comedy, drama with a tinge of social message.","634. 8 Don 75","https://www.imdb.com/title/tt14754590/?ref_=sr_t_634"
"1728642008-635","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","635. Chaalchitra Ekhon","2024","1h 32m","7.5","A tribute to auteur Mrinal Sen in his birth centenary year, the film traces Anjan Dutt's captivating journey with the celluloid maestro in 1981, marking the beginning of a unique mentor-protégé relationship.","635. Chaalchitra Ekhon","https://www.imdb.com/title/tt32199478/?ref_=sr_t_635"
"1728642008-636","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","636. Dhruvathaare","2024","2h 45m","9.4","Parivartan, a heartbroken young man, is scarred by a failed relationship. Apoorva, is trying to move on from an ex-boyfriend. Their paths meet on social media. However, their beautiful love story faces a formidable challenge.","636. Dhruvathaare","https://www.imdb.com/title/tt33484563/?ref_=sr_t_636"
"1728642008-637","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","637. Bhai Ni Beni Ladki","2024","2h 14m","9.6","A tale depicting the relationship between a brother and his sister.","637. Bhai Ni Beni Ladki","https://www.imdb.com/title/tt33349345/?ref_=sr_t_637"
