web-scraper-order,web-scraper-start-url,Movie_Name,Year,Duration,Rating,Overview,link,link-href
"1728642008-1630","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1630. Mastoor","2024","","","A true inspiring story, a newly Govt appointed teacher posted at a tribal place finds every uneasy circumstances and how he overcomes all struggles and applies all Govt schemes in that school and how he empowers education in that society..","1630. Mastoor","https://www.imdb.com/title/tt32632105/?ref_=sr_t_1630"
"1728642008-1631","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1631. Mann Behka","2024","1h 17m","","A character study of Manav Aggarwal, a good natured and naïve 19-year-old, as he navigates through his personal life filled with trials and tribulations over the course of a memorable summer.","1631. Mann Behka","https://www.imdb.com/title/tt31118437/?ref_=sr_t_1631"
"1728642008-1632","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1632. Aaryamala","2024","1h 57m","","""A young girl named Malar, who lives in the village of Marudur, has not yet attained puberty in her teenage years. She lost her mother and lives with her stepmother, Gomathi. At this point, Gomathi's daughter, Kayal, attains puberty. Thus, Malar's family suffers the most depression. Gomathi's brother, Kasi, wants to marry Kayal to his son and hates Malar. On the day of Kayal's puberty function, Kasi arrives and asks Gomathi to fix the marriage with his son and Kayal. Gomathi says that Kayal's marriage will only happen after Malar's marriage. This makes Kasi very angry with Malar. After a few months, there is a temple festival in the village, and a drama called Kaththavarayan Kooththu is performed. During the festival days, the drama's hero, Elango, and Malar meet each other and fall in love. Will Malar attain puberty and get married?""","1632. Aaryamala","https://www.imdb.com/title/tt33085828/?ref_=sr_t_1632"
"1728642008-1633","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1633. Ajayan Balavin Mylanji","2024","","","","1633. Ajayan Balavin Mylanji","https://www.imdb.com/title/tt29996704/?ref_=sr_t_1633"
"1728642008-1634","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1634. Tadviruddha","2024","","","Deep in the woods, a retired officer investigates an unresolved murder case at the JD Kere Estate, uncovering a truth that leaves him stupefied.","1634. Tadviruddha","https://www.imdb.com/title/tt33298296/?ref_=sr_t_1634"
"1728642008-1635","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1635. The Orchard and the Pardes","2024","2h","","","1635. The Orchard and the Pardes","https://www.imdb.com/title/tt31597829/?ref_=sr_t_1635"
"1728642008-1636","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1636. Fuel","2024","","","","1636. Fuel","https://www.imdb.com/title/tt32894764/?ref_=sr_t_1636"
"1728642008-1637","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1637. Shishyavrutti","2024","1h 51m","","The film centers on teacher Gawade sir and student Raju, as Gawade sir guides Raju through academic and personal challenges, offering a scholarship that Raju declines in favor of independence.","1637. Shishyavrutti","https://www.imdb.com/title/tt31971489/?ref_=sr_t_1637"
"1728642008-1638","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1638. Lacchi","2024","","","Lacchi who is marginalized by her family, endures hardship and marital abuse while striving to secure a brighter future for her daughter, Sita. Tragedy strikes when Sita unexpectedly disappears, leaving Lacchi shattered.","1638. Lacchi","https://www.imdb.com/title/tt32537163/?ref_=sr_t_1638"
"1728642008-1639","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1639. Bharat Lion","2024","","","","1639. Bharat Lion","https://www.imdb.com/title/tt33397190/?ref_=sr_t_1639"
"1728642008-1640","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1640. Bhootarth","2024","","","","1640. Bhootarth","https://www.imdb.com/title/tt32278327/?ref_=sr_t_1640"
"1728642008-1641","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1641. Charlie in Wonderland","2024","1h 22m","","When Charlie a twelve years old orphan boy escapes from orphanage, his life path moves towards an uncertain future. He encounters some wonderful people on his journey. They shape his life path which intertwined with their lives also.","1641. Charlie in Wonderland","https://www.imdb.com/title/tt31830208/?ref_=sr_t_1641"
"1728642008-1642","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1642. Destiny on Demand","2024","52m","","The billion-dollar industry of astrology clashes with skeptics as technology fuels an ancient practice, blurring the line between faith and fraud.","1642. Destiny on Demand","https://www.imdb.com/title/tt32548514/?ref_=sr_t_1642"
"1728642008-1643","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1643. Pandit Ayachi","2024","1h 4m","","Life and legacy of renowned scholar Pandit Ayachi Mishra of Sarisaw Pahi, Mithila. Ayachi (a + yachi = who does not beg), he never asked for anything from any person.","1643. Pandit Ayachi","https://www.imdb.com/title/tt31315916/?ref_=sr_t_1643"
"1728642008-1644","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1644. Aalor Disha","2024","1h 38m","","Haru, a common man, fights a legal battle with the help of a judge. As Haru argues his case, his wife Jyoti seeks aid from her influential elder brother at ""Krishnu Charita"" Eco House.","1644. Aalor Disha","https://www.imdb.com/title/tt32510651/?ref_=sr_t_1644"
"1728642008-1645","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1645. Gadi","2024","1h 17m","","A man living in a small Konkan hamlet who is grieving the loss of his child learns that he has no free will.","1645. Gadi","https://www.imdb.com/title/tt32623778/?ref_=sr_t_1645"
"1728642008-1646","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1646. Lover of Mewat","2024","","","","1646. Lover of Mewat","https://www.imdb.com/title/tt32562584/?ref_=sr_t_1646"
"1728642008-1647","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1647. Raghu Ram","2024","","","A Fight of Good vs Evil, where the Evil is hiding behind the Good. A Story of the eternal struggle, where, the truth is victorious in the end.","1647. Raghu Ram","https://www.imdb.com/title/tt21197218/?ref_=sr_t_1647"
"1728642008-1648","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1648. The Clan","2024","1h 16m","","An epic tale of two rising gangsters ACE and ZYN. Both hustle to join the secret group ""The Clan"". It's about the clash between two ideologies, Reality vs Morality. in the end only one wins and joins the clan.","1648. The Clan","https://www.imdb.com/title/tt31638311/?ref_=sr_t_1648"
"1728642008-1649","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1649. Bagundi","2024","","","","1649. Bagundi","https://www.imdb.com/title/tt32641580/?ref_=sr_t_1649"
"1728642008-1650","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1650. Sapna maa baap na","2024","","","","1650. Sapna maa baap na","https://www.imdb.com/title/tt33366869/?ref_=sr_t_1650"
"1728642008-1651","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1651. Pachhtave Di Agg","2024","","","","1651. Pachhtave Di Agg","https://www.imdb.com/title/tt32262796/?ref_=sr_t_1651"
"1728642008-1652","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1652. Kuhipath","2024","1h 38m","7.3","A fisherman, called Shilpi and his wife Thogo, after the loss of their son Pona, Shilpi holds on to Pona's violin and books in grief. Superstitious about the misfortune that haunts the belongings of the dead,","1652. Kuhipath","https://www.imdb.com/title/tt33035217/?ref_=sr_t_1652"
"1728642008-1653","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1653. Genius Muttha","2024","","","Today's development oriented society is slowly doing away with rural medicinal practices. Can Mutta, a genius teenager, use his knowledge to become a model citizen?","1653. Genius Muttha","https://www.imdb.com/title/tt33056833/?ref_=sr_t_1653"
"1728642008-1654","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1654. Saadi Go Sapno","2024","","","","1654. Saadi Go Sapno","https://www.imdb.com/title/tt33037792/?ref_=sr_t_1654"
"1728642008-1655","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1655. Alakshye Ritwik","2024","2h 13m","","An Object can be a powerful subject. Or moments are remembered in the life beyond. Or a cinema without a story and can still be an all time epic to remember. The man, who chiseled out these ideas, lived the realms of black and white but painted life of colors throughout his cinematic canvas. That's Ritwik Kumar Ghatak, a filmmaker, born ahead of time for the content he created. His cinema brought forward the irony of life, while he himself remained behind the scenes. Being theatrical he partitioned himself from the regular form of achievements and pickup the medium of cinema to reach mass people with his ways of portraying sorrows to bring epic sense of life and its continuity. He could neither become a caring husband, nor an optimum father but left behind a number of stalwarts of Indian cinema. ""Alokkhe Ritwik"" is an effort to remember how Ritwik Ghatak contributed towards the new wave cinema of Indian Continent and world still being unnoticed with his brilliance.","1655. Alakshye Ritwik","https://www.imdb.com/title/tt31822168/?ref_=sr_t_1655"
"1728642008-1656","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1656. Jaivam","2024","","","","1656. Jaivam","https://www.imdb.com/title/tt33269655/?ref_=sr_t_1656"
"1728642008-1657","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1657. Avaidh 2","2024","","","The story is based on the background of the arms artisans of Munger, which revolves around a character named Daya. A fictional character. Daya lives in a fictional village Called Barhad in Munger.","1657. Avaidh 2","https://www.imdb.com/title/tt31938753/?ref_=sr_t_1657"
"1728642008-1658","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1658. Virjan","2024","","","","1658. Virjan","https://www.imdb.com/title/tt33318884/?ref_=sr_t_1658"
"1728642008-1659","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1659. Inti No. 13","2024","","","","1659. Inti No. 13","https://www.imdb.com/title/tt16141848/?ref_=sr_t_1659"
"1728642008-1660","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1660. Tabaahi Reloaded 2024","2024","","","","1660. Tabaahi Reloaded 2024","https://www.imdb.com/title/tt32210154/?ref_=sr_t_1660"
"1728642008-1661","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1661. Sathaan","2024","","","Satan is an investigation thriller. This movie called Satan is a story taken from some recent events in Kerala.","1661. Sathaan","https://www.imdb.com/title/tt32677501/?ref_=sr_t_1661"
"1728642008-1662","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1662. The March","2024","","8.7","","1662. The March","https://www.imdb.com/title/tt31070071/?ref_=sr_t_1662"
"1728642008-1663","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1663. Kaya","2024","","","","1663. Kaya","https://www.imdb.com/title/tt29424248/?ref_=sr_t_1663"
"1728642008-1664","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1664. Manadarasi","2024","","10","","1664. Manadarasi","https://www.imdb.com/title/tt31512788/?ref_=sr_t_1664"
"1728642008-1665","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1665. Maayunnu, Maarivarayunnu, Nisvaasangalil...","2024","","","An inquisitive man tries to document the life of two couples. What led him to take the step, as he says, is that he feels certain kind of abnormality in their choice of life partners. In their conversations the couples tries to trivilize the man's 'concerns' and express their views on social life, individual freedom, borderlines in relations, power in relations etc. among other things. As the interaction progresses, a controlling voice, and then a commanding presence which determine how they should be presented and heard are revealed.","1665. Maayunnu, Maarivarayunnu, Nisvaasangalil...","https://www.imdb.com/title/tt32636348/?ref_=sr_t_1665"
"1728642008-1666","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1666. The Shortest Cut","2024","1h 31m","","""The Shortcutest Cut"" is a story of two childhood friends Manav and Ali who live in the city of Jaipur and generally hangout together. Manav has a girlfriend Irtika who is quite possessive and neurotic by nature. She resents the presence of Ali and keeps trying to find ways to keep them apart. Manav proposes a weekend getaway to Ali. They plan to visit Manav's Uncle who lives in a remote location near the Aravalli mountains, in the state of Rajasthan, India. The story then reveals a sinister plot hatched by Manav. The visit to his uncle's house, the jungle shortcut, them losing their path and finally reaching the desert was actually entirely preplanned by Manav. He intended to murder Ali all along.","1666. The Shortest Cut","https://www.imdb.com/title/tt30981182/?ref_=sr_t_1666"
"1728642008-1667","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1667. Mahendranin Ponnu Mappillai","2024","1h 59m","","","1667. Mahendranin Ponnu Mappillai","https://www.imdb.com/title/tt32110631/?ref_=sr_t_1667"
"1728642008-1668","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1668. Humans in the Loop","2024","","","","1668. Humans in the Loop","https://www.imdb.com/title/tt33581992/?ref_=sr_t_1668"
"1728642008-1669","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1669. Trident : The Beginning","2024","1h 5m","","In the labyrinth path of the dysfunctional world, an AI developer, along with his creation, embarks on a journey to find his missing wife, an astrobiologist who went in search of a cure for their dying son.","1669. Trident : The Beginning","https://www.imdb.com/title/tt30745231/?ref_=sr_t_1669"
"1728642008-1670","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1670. Sarkari Rozgaar","2024","2h 20m","","","1670. Sarkari Rozgaar","https://www.imdb.com/title/tt31068530/?ref_=sr_t_1670"
"1728642008-1671","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1671. Rai: The Dying Tradition","2024","45m","","","1671. Rai: The Dying Tradition","https://www.imdb.com/title/tt33131172/?ref_=sr_t_1671"
"1728642008-1672","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1672. Alemari E Baduku","2024","","9.7","Alemari E Baduku revolves around how small misunderstandings can lead to unimaginable disasters.","1672. Alemari E Baduku","https://www.imdb.com/title/tt31158691/?ref_=sr_t_1672"
"1728642008-1673","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1673. Singhwahini","2024","","","Singhwahini is the journey of a village near the Indo-Nepal border of India.","1673. Singhwahini","https://www.imdb.com/title/tt14106274/?ref_=sr_t_1673"
"1728642008-1674","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1674. Main Bhi Hu Naa","2024","","","There is a guy who can see ghost and always talk to his ghost sister, He is shahrukh khan fan who always wanted to merry a girl named simran.","1674. Main Bhi Hu Naa","https://www.imdb.com/title/tt32449018/?ref_=sr_t_1674"
"1728642008-1675","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1675. Shiva Ragini","2024","","","Shiva living in Varanasi Ragini living in London both are shivbhakt they have dream to make video album song on Lord Shiva they taking loan and make the album and real struggle start Lord Shiva","1675. Shiva Ragini","https://www.imdb.com/title/tt31889993/?ref_=sr_t_1675"
"1728642008-1676","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1676. Math","2024","","","","1676. Math","https://www.imdb.com/title/tt32600176/?ref_=sr_t_1676"
"1728642008-1677","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1677. Living Mirage","2024","Approved","","""5 people, 5 struggles, 1 dream. This Documentary explores the heartache behind Bollywood dreams. . All Characters in the Documentary are Real, along with their situations and views expressed.","1677. Living Mirage","https://www.imdb.com/title/tt32339930/?ref_=sr_t_1677"
"1728642008-1678","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1678. Lethal Trip","2024","","","Lethal Trip is a Bollywood movie starring Rishabh Jain, Sareh Far in lead roles. The film is produced under the banner of Renaissance Motion Pictures while the director of the film is Vikrant Dev.","1678. Lethal Trip","https://www.imdb.com/title/tt22038312/?ref_=sr_t_1678"
"1728642008-1679","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1679. Guide","2024","1h 30m","","","1679. Guide","https://www.imdb.com/title/tt32161844/?ref_=sr_t_1679"
"1728642008-1680","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1680. Mukherjee Nagar: The IAS Factory","2024","","","","1680. Mukherjee Nagar: The IAS Factory","https://www.imdb.com/title/tt33131182/?ref_=sr_t_1680"
"1728642008-1681","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1681. Punha Ekada","2024","1h 44m","","Sudha and Arun have been divorced for the last four years. It has been four years now and there is no contact between them. One day Arun suddenly gets a call from Sudha. She wants to meet him. They both meet. Sudha is about to get married to another guy. And she wants to open a cafe. She needs money for that. Arun and Sudha had jointly bought a plot in Konkan four years ago. Now Sudha wants to sell that plot for her cafe. For that reason both of them go to Konkan, This plot is the only connection between them.","1681. Punha Ekada","https://www.imdb.com/title/tt33466363/?ref_=sr_t_1681"
"1728642008-1682","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1682. Muktha Manasu","2024","","","A young villager falls for a local girl. Leaving home, his life changes irrevocably when exposed to the greater world.","1682. Muktha Manasu","https://www.imdb.com/title/tt31957473/?ref_=sr_t_1682"
"1728642008-1683","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1683. Udvegam (The First Case of)","2024","","","","1683. Udvegam (The First Case of)","https://www.imdb.com/title/tt32317670/?ref_=sr_t_1683"
"1728642008-1684","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1684. Menu","2024","1h 11m","","Unfolds in a single, unbroken shot, a riveting journey delves deep into the lives of two ordinary transgender women as their seemingly ordinary day spirals into a night fraught with complexity and turmoil.","1684. Menu","https://www.imdb.com/title/tt33088525/?ref_=sr_t_1684"
"1728642008-1685","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1685. Life Ek Settlement","2024","","","","1685. Life Ek Settlement","https://www.imdb.com/title/tt32243417/?ref_=sr_t_1685"
"1728642008-1686","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1686. Rivalry","2024","1h 15m","","A Rivalry Between Two Freind Who became Enemies For many reasons.....The story is Full of Action And Thriller","1686. Rivalry","https://www.imdb.com/title/tt30089035/?ref_=sr_t_1686"
"1728642008-1687","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1687. Kuthood","2024","","","","1687. Kuthood","https://www.imdb.com/title/tt33240841/?ref_=sr_t_1687"
"1728642008-1688","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1688. Vridhavastha: The Ignored Relations","2024","45m","","","1688. Vridhavastha: The Ignored Relations","https://www.imdb.com/title/tt33131193/?ref_=sr_t_1688"
"1728642008-1689","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1689. Ruthupavanalu (Monsoon Breeze)","2024","2h 15m","","23-year-old Deepu has just moved to the unfamiliar city of Mumbai with her mother to pursue her Master's. Her estranged father shows up at their doorstep to check in on them and attempt to make amends with his wife not realizing it is their wedding anniversary.","1689. Ruthupavanalu (Monsoon Breeze)","https://www.imdb.com/title/tt32110507/?ref_=sr_t_1689"
"1728642008-1690","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1690. Thari Mhari Love Story","2024","","","","1690. Thari Mhari Love Story","https://www.imdb.com/title/tt16900986/?ref_=sr_t_1690"
"1728642008-1691","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1691. Nodigalal Naam Karaiya","2024","","","","1691. Nodigalal Naam Karaiya","https://www.imdb.com/title/tt32189328/?ref_=sr_t_1691"
"1728642008-1692","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1692. My New Country Biacuimyneco","2024","1h 35m","","Frustrated boy plans to make a new country where he can live his life in his own way. But he finds life is not easy anywhere on this planet.","1692. My New Country Biacuimyneco","https://www.imdb.com/title/tt19862758/?ref_=sr_t_1692"
"1728642008-1693","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1693. Eti Tumar","2024","","","","1693. Eti Tumar","https://www.imdb.com/title/tt31591898/?ref_=sr_t_1693"
"1728642008-1694","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1694. Mallemogga","2024","2h 12m","9.0","Srinivas Sashtri, the head of the village, lives with his wife Padmavati and a 12 year old daughter Mallika, who is very close to their servant Soori. When Padmavati dies, Sashtri gets Mallika married while Soori gets married to other girl","1694. Mallemogga","https://www.imdb.com/title/tt27589794/?ref_=sr_t_1694"
"1728642008-1695","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1695. Maa Da Sohna","2024","","","","1695. Maa Da Sohna","https://www.imdb.com/title/tt18375464/?ref_=sr_t_1695"
"1728642008-1696","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1696. The Manizer","2024","","","Cherry, a fascinating super-hot manizer, lives an amusing life by dating different men for fun and plays with their emotions. Story takes turns when a serial killer known as ""Charles"" is on the loose and targets Cherry.","1696. The Manizer","https://www.imdb.com/title/tt32132901/?ref_=sr_t_1696"
"1728642008-1697","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1697. Premanidhi Part 2","2024","","","","1697. Premanidhi Part 2","https://www.imdb.com/title/tt29363490/?ref_=sr_t_1697"
"1728642008-1698","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1698. Pitha 23:23","2024","","","","1698. Pitha 23:23","https://www.imdb.com/title/tt33035460/?ref_=sr_t_1698"
"1728642008-1699","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1699. Jalandhara","2024","","","The story revolves in a Tourist Spot Madhuvatti. Where the Tourists Death Numbers are drastically increasing. Abhijith (Suspended Inspector) visits Madhuvatti after an incident. He sets out to find the culprit. End is the new beginning.","1699. Jalandhara","https://www.imdb.com/title/tt29039514/?ref_=sr_t_1699"
"1728642008-1700","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1700. Flanders Di Zameen Vich","2024","","","","1700. Flanders Di Zameen Vich","https://www.imdb.com/title/tt33580827/?ref_=sr_t_1700"
"1728642008-1701","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1701. Asta Changa Pey","2024","","","","1701. Asta Changa Pey","https://www.imdb.com/title/tt31806933/?ref_=sr_t_1701"
"1728642008-1702","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1702. Bhagirathi Missing","2024","","","","1702. Bhagirathi Missing","https://www.imdb.com/title/tt31790297/?ref_=sr_t_1702"
"1728642008-1703","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1703. Síbuk - the untamed journey","2024","1h 8m","","Four boys brave 10 grueling days without food on a bamboo raft. Using ingenuity, they cast bamboo lines, rationing their catches and uncovering sustenance in the wilderness. Following birds and harmonizing with nature.","1703. Síbuk - the untamed journey","https://www.imdb.com/title/tt32595209/?ref_=sr_t_1703"
"1728642008-1704","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1704. Udvegam (The First Case of)","2024","","","","1704. Udvegam (The First Case of)","https://www.imdb.com/title/tt32334229/?ref_=sr_t_1704"
"1728642008-1705","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1705. Not Out","2024","","","","1705. Not Out","https://www.imdb.com/title/tt31844150/?ref_=sr_t_1705"
"1728642008-1706","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1706. Paattan","2024","","","","1706. Paattan","https://www.imdb.com/title/tt33034479/?ref_=sr_t_1706"
"1728642008-1707","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1707. Antare Bahire","2024","1h 31m","","Mahendra seeks help from Sadashib to save himself and Palash. In exchange, Sadashib asks him to get her daughter married to his son who is a vagabond. But Nandini develops feelings of love for Parasar.","1707. Antare Bahire","https://www.imdb.com/title/tt32494276/?ref_=sr_t_1707"
"1728642008-1708","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1708. Tumi Najaba, Joymoti","2024","1h 5m","","","1708. Tumi Najaba, Joymoti","https://www.imdb.com/title/tt31105826/?ref_=sr_t_1708"
"1728642008-1709","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1709. Ladies first","2024","2h 6m","","""In ""Ladies First,"" Sachin, scarred by love, avoids it until Tapashya breaks his barriers. Their hesitant romance deepens, but Sachin's past jeopardizes their happiness. Will he face his fears for Tapashya, or repeat history?""","1709. Ladies first","https://www.imdb.com/title/tt32508972/?ref_=sr_t_1709"
"1728642008-1710","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1710. Yuddha - The warrior of life","2024","","","","1710. Yuddha - The warrior of life","https://www.imdb.com/title/tt32813052/?ref_=sr_t_1710"
"1728642008-1711","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1711. Jeena Isi Ka Naam Ha","2024","","","","1711. Jeena Isi Ka Naam Ha","https://www.imdb.com/title/tt32402566/?ref_=sr_t_1711"
"1728642008-1712","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","1712. DDV Movie","2024","","","","1712. DDV Movie","https://www.imdb.com/title/tt27104954/?ref_=sr_t_1712"
